#{"t_start": 1685737777.3185086, "env_id": null}
r,l,t
27261,94,1.872959
11149,47,1.937731
98880,280,2.304697
53587,386,2.802444
25877,84,2.907796
34949,207,3.174594
40820,205,3.438918
31953,117,3.591523
70555,401,4.101504
19910,112,4.251107
24286,99,4.380269
31994,167,6.319723
