#{"t_start": 1685739311.7708476, "env_id": null}
r,l,t
69756,311,1158.852605
27299,73,1158.969293
11144,47,1159.044093
11315,48,1159.117896
20265,88,1159.252537
9815,48,1159.329331
11315,48,1159.407095
32585,97,1159.557721
20094,87,1159.695353
24832,79,1159.818025
20094,87,1159.956626
21812,77,1160.081294
11144,47,1160.159114
33133,124,1160.348616
43415,121,1160.534111
20094,87,1160.678728
11315,48,1160.756518
20265,88,1160.899137
11315,48,1160.97992
20265,88,1161.119551
-4480599,3045,1169.311832
43894,158,1169.555182
11149,47,1169.63494
58772,197,1169.933171
38970,114,1170.111666
11149,47,1170.191453
11315,48,1170.27127
53565,276,1170.695109
11149,47,1170.778914
36204,106,1170.950454
-135966666,15556,1208.837543
50920,163,1209.092861
11149,47,1209.171622
33143,125,1209.36613
11149,47,1209.441927
25851,84,1209.573575
11149,47,1209.652365
46465,135,1209.862803
-3729753432,78089,1396.220016
11149,47,1396.298834
11315,48,1396.373634
11315,48,1396.448406
11315,48,1396.524203
47292,166,1398.61275
25895,84,1398.750355
27919,77,1398.8731
11144,47,1398.954881
26915,368,1399.503011
11315,48,1399.58177
25911,85,1399.720427
20099,87,1399.861026
27215,128,1400.066507
37176,166,1400.321825
25706,84,1400.46045
41774,119,1400.651939
30341,123,1400.849946
31999,167,1401.102828
-42583166,8751,1424.353255
11149,47,1424.423567
11315,48,1424.500361
9965,48,1424.579185
32165,168,1424.839645
-978943024,40038,1519.997279
-54951644,10013,1544.179077
11149,47,1544.258863
11315,48,1544.337653
39329,124,1544.536125
25204,116,1544.723624
11149,47,1544.806401
11315,48,1544.887158
20265,88,1545.032796
11315,48,1545.112582
44673,168,1547.242031
27049,127,1547.432523
11315,48,1547.508319
11315,48,1547.582094
64606,192,1547.909266
25905,83,1548.055515
20099,87,1548.209105
27367,77,1548.340754
20099,87,1548.487361
27215,128,1548.700738
11315,48,1548.784542
20265,88,1548.933116
11315,48,1549.015923
11315,48,1549.097677
20265,88,1549.251298
11315,48,1549.334073
20265,88,1549.478658
27283,79,1549.614324
11144,47,1549.69907
