#{"t_start": 1685744597.0285227, "env_id": null}
r,l,t
-154556,207,111.061002
-245685,248,111.296034
-362648,291,111.568753
-779990,439,111.990388
10654,47,112.038131
25603,86,112.121935
1721,76,112.198734
10649,47,112.245608
-338787,163,112.410736
-31951,127,112.537402
-255120,283,112.804378
646,83,112.891181
-245851,247,113.123651
-6362,161,113.277948
10649,47,113.331804
-485,88,113.425553
-485,88,113.51321
-245685,248,113.74179
16387,125,113.870446
-60579,106,113.977999
-308295,301,114.259282
-27958,76,114.336645
-83256,167,114.502742
-322475,214,114.708778
1673,76,114.790122
10649,47,114.837993
-3861,124,114.966021
-4555,124,115.085871
-651,87,115.171203
-639585,368,115.521926
-22121,156,115.67851
-811051,407,116.0539
-618156,260,116.304806
-2384185,655,116.910824
-193100,244,117.146748
20261,116,117.262065
24376,84,117.345844
-1239536,482,117.790022
-2258856,647,118.397618
-485,88,118.485944
-485,88,118.573709
-485,88,118.660508
24501,85,118.750962
-31946,127,118.878651
-106906,272,119.136395
10649,47,119.184268
-1701595,506,119.659597
-636,87,119.748402
-294841,149,119.89999
10644,47,119.949405
10815,48,119.997302
10815,48,120.046171
10815,48,120.09205
10815,48,120.143388
-31785,128,120.272108
36904,160,120.427294
-69999,197,120.622859
-651,87,120.711159
-5006,125,120.83742
-129148,263,121.089775
-31951,127,121.221459
-102683,206,121.422491
40408,159,121.574425
10815,48,121.626291
-561965,365,121.971353
-72483,147,122.114851
-905684,506,122.593636
1561,113,122.709403
10649,47,122.755972
10815,48,122.805378
-485,88,122.894137
-73285,143,123.034944
-656,87,123.119719
10815,48,123.171584
-96585,239,123.405018
11349,197,123.602621
-486251,364,123.950469
25455,85,124.0398
-25480,158,124.197377
25106,85,124.281715
24418,84,124.366928
-2223986,672,124.989928
-651,87,125.077878
10815,48,125.127258
-22965,154,125.284973
-103028,204,125.481603
-1870106,589,126.031329
-315071,223,126.249401
-623243,402,126.637737
42102,105,126.745996
-154551,207,126.9545
-154385,208,127.158463
10815,48,127.206847
-323851,285,127.482978
-1444951,527,127.983542
-154385,208,128.183605
-31785,128,128.312894
-53073,164,128.471502
-651,87,128.568797
-639585,368,128.919455
-56472,145,129.064964
-358653,210,129.266079
10649,47,129.311957
-35945,106,129.419672
-111239,231,129.645857
-639751,367,129.982642
-211340,283,130.25354
-78789,204,130.463365
-651,87,130.554122
-215963,214,130.759051
-119781,147,130.900679
-2252719,678,131.532288
10644,47,131.581511
10815,48,131.634376
-599793,364,131.980568
-651,87,132.073886
-485,88,132.164639
-485,88,132.252529
-535230,332,132.569765
24752,85,132.656533
-343909,309,132.943231
10649,47,132.988141
-485,88,133.08361
10815,48,133.133477
-113985,113,133.248333
-3624051,807,134.005307
-356985,288,134.284217
-66635,154,134.443301
-257860,285,134.71829
-1002185,448,135.145646
10815,48,135.202634
-675983,391,135.571889
10649,47,135.625745
25257,86,135.709549
10649,47,135.75699
-173006,304,136.054284
10649,47,136.105149
10815,48,136.157009
-221000,199,136.348079
-31951,127,136.477246
-485,88,136.570009
10815,48,136.616884
-159962,113,136.73161
-337603,159,136.891283
10644,47,136.943147
-189253,312,137.236099
-651,87,137.329883
-75735,148,137.476828
10649,47,137.525235
-31785,128,137.653927
10815,48,137.705326
-563995,399,138.086729
-391289,317,138.385958
-32351,163,138.554004
10649,47,138.604869
10815,48,138.651742
-103535,74,138.724556
-5511,124,138.847755
21319,145,138.993442
-31951,127,139.116649
-222587,326,139.425455
-116535,152,139.579919
24287,85,139.672671
10654,47,139.71955
-154385,208,139.925192
-141625,147,140.075825
10649,47,140.124695
-149513,244,140.363691
-95082,278,140.625057
10815,48,140.675432
10815,48,140.728356
10815,48,140.777378
-325385,324,141.091878
21000,112,141.210211
-100951,113,141.324976
-748601,422,141.7253
10644,47,141.777166
-154385,208,141.978253
10815,48,142.027121
-83317,206,142.237069
10815,48,142.285971
21129,104,142.390692
10644,47,142.437566
-70549,157,142.590926
-651,87,142.681684
-54640,124,142.813902
-296867,258,143.063205
-656,87,143.155957
10815,48,143.201868
-31785,128,143.327631
-214420,219,143.542248
-2009412,640,144.150943
-1444951,527,144.648582
-150870,247,144.888573
15014,126,145.015168
-83246,167,145.182719
10815,48,145.236615
10815,48,145.283489
10815,48,145.336348
-2873885,786,146.080225
-83236,167,146.253362
-154385,208,146.460423
-1054043,479,146.911968
-27987,76,146.991762
-31956,127,147.121977
-639585,368,147.477111
-16592,100,147.584702
-488456,327,147.904937
-72197,115,148.028173
-261635,277,148.28901
-31956,127,148.421656
-1589101,636,149.024851
10664,47,149.070734
-485,88,149.160524
-145373,245,149.402543
-1172281,485,149.863298
10649,47,149.908177
-73026,201,150.128599
-160443,112,150.24332
-569530,288,150.51907
10649,47,150.572926
-306525,352,150.930453
-466291,364,151.308993
-485,88,151.397758
-758535,443,151.836755
-356985,288,152.127011
-24399,117,152.255907
10649,47,152.30777
25192,85,152.401517
-651,87,152.492837
1783,79,152.578613
-1599328,617,153.175673
-204238,152,153.328025
10649,47,153.379239
-485,88,153.469098
10815,48,153.520991
-2901285,728,154.20162
10815,48,154.248899
19260,125,154.380547
10815,48,154.43041
-485,88,154.522229
-3685,48,154.576082
-54348,225,154.801079
-83256,167,154.970686
10815,48,155.024109
-68156,113,155.145778
-76651,73,155.21834
-3259291,805,155.970045
-759617,442,156.395567
-132299,245,156.632588
-23132,112,156.751274
10649,47,156.802138
10815,48,156.848044
-70313,113,156.970082
-31951,127,157.096761
-4228000,821,157.855022
-4888,124,157.984338
-651,87,158.076089
10815,48,158.124466
10815,48,158.176325
-149654,244,158.42463
10815,48,158.47051
-245685,248,158.72088
-11761280,1494,160.158961
10649,47,160.212355
-1444785,528,160.721298
10815,48,160.775183
10815,48,160.824915
-137014,145,160.972089
-194102,196,161.168287
-114240,112,161.28109
-34876051,2407,163.533068
-76385,74,163.614823
-477970,192,163.808878
-83251,167,163.97347
10815,48,164.024826
-23117,73,164.102645
-11251399,1449,165.467099
38881,159,165.628695
10815,48,165.681552
-2258685,648,166.301213
-798934,437,166.722395
-118771,114,166.845984
-36189,124,166.983768
-1422202,392,167.363667
-32145,101,167.468418
-320979,266,167.727272
-31951,127,167.857929
20496,189,168.052007
-639751,367,168.406503
10815,48,168.461921
-76485,74,168.540276
-656,87,168.631033
-296308,371,168.989529
-265890,145,169.138058
-28002,76,169.222836
-31956,127,169.355989
-83085,168,169.528125
-356985,288,169.828842
-639585,368,170.199887
-31785,128,170.327547
10815,48,170.384391
-285149,359,170.726385
-321238,321,171.051345
-485,88,171.144096
10815,48,171.197983
10815,48,171.250842
-2783176,755,171.965702
-81784,228,172.193629
10644,47,172.245396
-4608,125,172.368661
-224850,279,172.645545
-636,87,172.742351
10815,48,172.797232
25851,85,172.885952
10649,47,172.934815
10815,48,172.990267
-31785,128,173.118523
-83085,168,173.286492
-736024,406,173.684468
10654,47,173.734313
10815,48,173.783182
-31785,128,173.909844
10815,48,173.960711
-136839,185,174.15053
-1090018,352,174.491185
10649,47,174.543023
10815,48,174.605963
-2574215,723,175.308864
-356985,288,175.594829
-1718324,592,176.164471
25084,84,176.253293
-54399,164,176.413447
-53239,163,176.604256
-92871,137,176.751436
-656,87,176.84767
-485,88,176.95439
-13546,166,177.130977
-2258851,647,177.760121
-810885,408,178.178688
-485,88,178.279991
-369135,349,178.655294
25356,83,178.753721
-574581,312,179.105671
-31951,127,179.248385
-601125,401,179.7038
-488451,327,180.092083
-485,88,180.189416
-5366154,1004,181.256959
-263258,286,181.566738
10654,47,181.620592
-83085,168,181.811083
-775943,438,182.262777
40896,156,182.435883
-71965,115,182.555175
-200979,173,182.736624
10649,47,182.788964
-485,88,182.883219
-31785,128,183.023652
-451812,233,183.26803
-9639485,1288,184.649893
-36493,107,184.777178
-656,87,184.899506
-7314285,1128,186.06492
10815,48,186.115758
-52973,74,186.197495
10649,47,186.253379
-243287,295,186.580592
10649,47,186.634475
-488285,328,186.973294
17007,126,187.098026
24371,86,187.197271
-83246,167,187.384772
-11757,164,187.563328
-3169235,799,188.371271
10815,48,188.421113
-485,88,188.515592
-31785,128,188.64824
-83085,168,188.826167
-622486,305,189.159427
-217295,283,189.466363
-83251,167,189.652378
-154385,208,189.859855
-154385,208,190.067934
-1213485,488,190.582242
-245685,248,190.842803
-31785,128,190.970982
10815,48,191.025871
-485,88,191.120673
-154385,208,191.349973
-154385,208,191.581387
-485,88,191.684087
10815,48,191.747919
-485,88,191.852726
-1038185,287,192.168548
-245851,247,192.436488
27485,78,192.521886
-31956,127,192.658
-13448137,1514,194.19071
-1494319,666,194.870894
10649,47,194.922783
10815,48,194.973648
10815,48,195.028508
-154385,208,195.245982
-154385,208,195.466263
-356985,288,195.76692
15546,125,195.903582
-245846,247,196.180371
-735373,396,196.587188
10649,47,196.642038
-810885,408,197.045797
10815,48,197.099685
-5209557,1001,198.067053
-487160,339,198.40827
10664,47,198.461159
-3596892,842,199.292432
10654,47,199.347286
-772621,439,199.779503
-83085,168,199.944898
-58880,205,200.155479
16235,196,200.363012
10649,47,200.418431
-12072604,1474,201.9281
-43670061,2721,204.603282
-810885,408,205.014292
-444291,396,205.411564
10815,48,205.464453
25411,85,205.557713
-1967551,607,206.202454
-2258685,648,206.846878
26435,77,206.928655
10649,47,206.979898
10815,48,207.032785
-82463,271,207.312075
-31951,127,207.443735
-154385,208,207.651764
-160361,113,207.772475
-651,87,207.866252
-258250,128,208.006981
10644,47,208.060837
26475,78,208.144178
-433609,232,208.381577
-1578830,629,209.010218
10649,47,209.056096
12849,200,209.261114
-651,87,209.349877
-5090096,949,210.276963
27387,79,210.357748
-656,87,210.455517
-641755,346,210.805748
-4338171,920,211.742402
20165,115,211.862338
-453864,441,212.296979
3219,109,212.417684
-57742,122,212.54396
10644,47,212.594825
10815,48,212.64772
-485,88,212.745538
19395,127,212.887191
-57200,203,213.095698
189,148,213.245732
-401913,321,213.568535
-763882,441,214.011008
-211085,281,214.294196
10649,47,214.344061
-485,88,214.438376
-2524602,707,215.126775
10649,47,215.173651
-56154260,3093,218.257926
-2475840,756,219.02393
10664,47,219.080779
-3252585,768,219.841209
-116813,113,219.96735
-544396,433,220.401356
-651,87,220.498637
-564768,400,220.897735
-651,87,220.989661
-1002185,448,221.448859
-154385,208,221.66351
