#{"t_start": 1685743743.5410013, "env_id": null}
r,l,t
11149,47,59.123885
11315,48,59.194758
11315,48,59.265788
25042,85,59.390518
8604,47,59.46635
11315,48,59.54022
11315,48,59.611143
11315,48,59.68287
11315,48,59.756701
24912,86,59.886893
11154,47,59.955713
-28335,568,60.700933
11315,48,60.777709
11315,48,60.852539
11315,48,60.923355
21730,76,61.044026
11144,47,61.114836
11315,48,61.188639
11315,48,61.260419
11315,48,61.330232
11315,48,61.400357
11315,48,61.476184
16815,74,61.583987
11144,47,61.650819
21965,74,61.767567
11144,47,61.845331
11315,48,61.917645
11315,48,61.988455
11315,48,62.069707
11315,48,62.144423
11315,48,62.219229
11315,48,62.292034
11315,48,62.364868
16587,73,62.479533
11149,47,62.550403
40463,98,62.701998
26313,73,62.804724
20099,87,62.938366
11315,48,63.011171
25939,84,63.12883
11149,47,63.195678
73730,225,63.497467
11144,47,63.573268
149405,266,63.932244
11144,47,64.003055
21933,73,64.108383
48987,159,64.333519
11144,47,64.412314
11315,48,64.484207
32165,168,64.724293
31965,328,65.172668
11315,48,65.252426
31965,328,65.683335
11315,48,65.757678
24664,74,65.861431
25773,83,65.986126
11149,47,66.063918
11315,48,66.135726
11315,48,66.205539
11315,48,66.282335
11315,48,66.352382
11315,48,66.423272
11315,48,66.49907
11315,48,66.57144
11315,48,66.640257
11315,48,66.716573
27215,128,66.892167
24415,74,67.003375
11144,47,67.077279
11315,48,67.15115
11315,48,67.224945
35115,208,67.510182
11315,48,67.584982
35015,288,67.967972
11315,48,68.04234
67015,238,68.366609
11149,47,68.438446
11315,48,68.513252
11315,48,68.587492
20265,88,68.713729
11315,48,68.785353
11315,48,68.858694
11315,48,68.92907
25126,85,69.058724
25898,85,69.174516
31999,167,69.413876
43930,120,69.582989
11144,47,69.655796
11315,48,69.7286
11315,48,69.804398
11315,48,69.885186
11315,48,69.95942
55117,197,70.239897
11164,47,70.313234
11315,48,70.385071
24389,77,70.506313
11149,47,70.576144
11315,48,70.650023
11315,48,70.726386
31978,125,70.909545
28117,94,71.038623
11144,47,71.110426
11315,48,71.179872
27163,74,71.28276
11149,47,71.353566
11315,48,71.422826
24919,85,71.541545
47726,139,71.730042
11149,47,71.799858
11315,48,71.874253
11315,48,71.943069
43489,188,72.192283
11164,47,72.261216
11315,48,72.332541
11315,48,72.417366
11315,48,72.493664
11315,48,72.564068
11315,48,72.635876
11315,48,72.707685
11315,48,72.787503
11315,48,72.861312
38937,125,73.050337
42409,118,73.227009
17944,167,73.456395
35333,153,73.699247
19070,72,73.806497
11149,47,73.883319
11315,48,73.956121
11315,48,74.034914
11315,48,74.110711
25692,85,74.24236
11149,47,74.31921
11315,48,74.393445
11315,48,74.470436
11315,48,74.543269
11315,48,74.61554
11315,48,74.694343
11315,48,74.769746
11315,48,74.848054
11315,48,74.921955
11315,48,75.001827
11315,48,75.07482
22392,85,75.199923
27229,74,75.313648
11144,47,75.384461
11315,48,75.457239
20265,88,75.585479
52989,201,75.857456
24645,76,75.96862
11144,47,76.039431
11315,48,76.107279
11315,48,76.177094
11315,48,76.249901
11315,48,76.318686
31962,126,76.484308
11154,47,76.553118
25563,85,76.673796
11149,47,76.747632
35258,97,76.881864
11149,47,76.94968
11315,48,77.021528
11315,48,77.099317
11315,48,77.171806
11315,48,77.255562
11315,48,77.328054
24878,85,77.452627
11154,47,77.530495
11315,48,77.604295
11315,48,77.676345
11315,48,77.753812
25714,86,77.878569
11149,47,77.954415
11315,48,78.031774
11315,48,78.105303
11315,48,78.177119
11315,48,78.256287
20265,88,78.382989
25999,85,78.501707
11149,47,78.57053
11315,48,78.643332
11315,48,78.720287
-1287026,1805,81.131486
11154,47,81.205288
43819,118,81.375834
11144,47,81.448638
42247,120,81.618784
11144,47,81.694176
11315,48,81.768976
11315,48,81.846768
27215,128,82.027584
11315,48,82.105376
11315,48,82.178182
11315,48,82.25854
11315,48,82.33334
11315,48,82.412234
60722,242,82.738523
11154,47,82.811379
11315,48,82.887781
11315,48,82.961622
11315,48,83.040949
11315,48,83.113784
11315,48,83.195565
11315,48,83.26837
11315,48,83.348156
11315,48,83.423583
13965,74,83.545235
11144,47,83.617764
11315,48,83.694176
25076,86,83.82542
11154,47,83.897228
11315,48,83.973566
11315,48,84.048372
11315,48,84.12027
11315,48,84.193081
11315,48,84.262863
11315,48,84.332977
11315,48,84.404948
25983,84,84.5276
122627,384,85.023276
27049,127,85.200371
9815,48,85.267191
11315,48,85.336039
11315,48,85.405853
36402,109,85.552466
11149,47,85.623271
11315,48,85.692087
11315,48,85.761901
42520,115,85.91948
11144,47,85.991288
11315,48,86.070112
24994,86,86.195776
11154,47,86.261735
45460,113,86.427858
47710,203,86.71017
11149,47,86.776401
11315,48,86.852254
60955,175,87.119137
11144,47,87.188
11315,48,87.262363
20265,88,87.392103
11315,48,87.46938
11315,48,87.542289
11315,48,87.614097
11315,48,87.690925
11315,48,87.761733
11315,48,87.835536
11315,48,87.909336
11315,48,87.984141
20265,88,88.117784
11315,48,88.194577
26147,86,88.324228
11149,47,88.397035
11315,48,88.472834
27215,128,88.654321
25126,85,88.777401
11154,47,88.846777
11315,48,88.919579
25126,85,89.04707
11154,47,89.12704
11315,48,89.197912
11315,48,89.271712
11315,48,89.350501
11315,48,89.422315
11315,48,89.49721
11315,48,89.570621
11315,48,89.646418
11315,48,89.723261
11315,48,89.797487
11315,48,89.874129
11315,48,89.947994
11315,48,90.020393
11315,48,90.094701
11315,48,90.167794
32165,168,90.403704
10015,48,90.478505
37792,110,90.636113
11144,47,90.704473
11315,48,90.783295
27262,77,90.89599
11144,47,90.972354
11315,48,91.045948
11315,48,91.127283
29633,113,91.288517
11149,47,91.357368
11315,48,91.42877
11315,48,91.505507
11315,48,91.57791
11315,48,91.64835
11315,48,91.724192
11315,48,91.798707
11315,48,91.875531
24517,74,91.98099
11149,47,92.052799
11315,48,92.130589
11315,48,92.20139
25084,85,92.329059
11154,47,92.405138
11315,48,92.480935
20265,88,92.610588
24919,85,92.739276
42643,118,92.911807
11144,47,92.980128
11315,48,93.053061
26883,73,93.161773
34949,207,93.443664
11315,48,93.518745
11315,48,93.591578
11315,48,93.663386
11315,48,93.735228
11315,48,93.811291
11315,48,93.883209
-15350637,5357,100.975515
11149,47,101.054442
91285,214,101.380327
11149,47,101.457152
13915,74,101.575164
41869,104,101.735514
11149,47,101.817893
11315,48,101.892533
11315,48,101.970834
11315,48,102.04364
11315,48,102.121404
31965,328,102.606739
49947,163,102.853121
59159,202,103.14089
11149,47,103.206717
11315,48,103.283512
24811,77,103.39777
11144,47,103.466587
-9797,725,104.422294
11149,47,104.499089
11315,48,104.569901
21982,73,104.679606
10449,73,104.783194
11144,47,104.860498
11315,48,104.935299
11315,48,105.010099
11315,48,105.084899
-85485,688,105.986211
60708,158,106.21061
11149,47,106.283415
11315,48,106.355267
32165,168,106.588595
11315,48,106.660403
11315,48,106.730398
11315,48,106.803242
11315,48,106.878126
64585,225,107.186505
11149,47,107.260336
11315,48,107.341902
41123,205,107.618508
11149,47,107.693311
59475,519,108.377028
45375,114,108.539656
-366435,1048,109.92807
11315,48,110.006085
-481907,1236,111.646236
11149,47,111.730621
11315,48,111.815428
25911,85,111.952058
31799,327,112.406937
18595,73,112.517115
11149,47,112.588892
11315,48,112.662724
93193,487,113.304074
11149,47,113.36594
-160635,808,114.429549
11315,48,114.507368
11315,48,114.582723
11315,48,114.66102
39344,97,114.802314
20094,87,114.92951
11315,48,115.007013
11315,48,115.078934
11315,48,115.163234
40805,165,115.4022
46475,154,115.619079
-501697,1324,117.350991
11149,47,117.429906
34426,107,117.586641
75239,316,118.014373
11149,47,118.092233
8765,48,118.165067
11315,48,118.238901
11315,48,118.314729
11315,48,118.388577
158586,318,118.820231
11149,47,118.896043
25649,85,119.024711
11149,47,119.09951
24485,77,119.216172
26389,639,120.060715
11315,48,120.136513
-439357,1125,121.622976
51359,171,121.86533
11144,47,121.941637
-199384,1002,123.268149
63840,194,123.551609
11149,47,123.631551
21461,75,123.749872
11149,47,123.820684
41795,121,123.995218
11149,47,124.068537
11315,48,124.140337
11315,48,124.218451
11315,48,124.291259
11315,48,124.364567
11315,48,124.439368
11315,48,124.511737
24415,114,124.66886
38496,125,124.848374
11315,48,124.92422
11315,48,125.001583
65510,325,125.438446
11315,48,125.512071
21982,73,125.622802
11149,47,125.696124
11315,48,125.768208
72988,585,126.541747
69345,636,127.385749
11164,47,127.462548
43268,161,127.692959
41966,111,127.854644
11144,47,127.930442
11315,48,128.009378
11315,48,128.085177
59862,469,128.716002
91703,226,129.050211
11315,48,129.126453
11315,48,129.199291
24811,77,129.324985
11144,47,129.401879
11315,48,129.477679
35015,288,129.901115
11315,48,129.97489
11315,48,130.046726
90708,292,130.469448
11149,47,130.537269
11315,48,130.608175
11315,48,130.675059
11315,48,130.747529
11315,48,130.816376
11315,48,130.88675
11315,48,130.956563
11315,48,131.029341
11315,48,131.100309
11315,48,131.168128
40218,119,131.336285
11164,47,131.404778
11315,48,131.473596
11315,48,131.544407
25823,85,131.669531
34949,207,131.941801
11315,48,132.014606
11315,48,132.085417
74427,405,132.628422
11149,47,132.705216
11315,48,132.783009
34976,472,133.408294
11149,47,133.484096
11315,48,133.561885
10815,448,134.154409
11315,48,134.231207
11315,48,134.30258
11315,48,134.379372
11315,48,134.451232
11315,48,134.524532
58021,158,134.74666
11164,47,134.819689
22655,114,134.987098
11164,47,135.062029
11315,48,135.135934
20265,88,135.267757
11315,48,135.348574
39355,113,135.50887
35899,247,135.840299
11315,48,135.9171
11315,48,135.990391
11315,48,136.068207
11315,48,136.137685
11315,48,136.209069
11315,48,136.284866
11315,48,136.355677
42080,118,136.524227
69629,323,136.959145
11149,47,137.033178
11315,48,137.10544
11315,48,137.17677
112183,317,137.693172
16421,72,137.800915
11149,47,137.879674
11315,48,137.954502
11315,48,138.030299
11315,48,138.105104
11315,48,138.175918
11315,48,138.248692
21413,75,138.352443
11149,47,138.417277
122157,379,138.878335
11149,47,138.93818
11315,48,138.998587
11315,48,139.057403
11315,48,139.117274
27262,77,139.212017
11144,47,139.269862
11315,48,139.331697
11315,48,139.390542
86689,192,139.62292
11164,47,139.67877
11315,48,139.73861
11315,48,139.796455
25649,85,139.902741
63953,268,140.222433
25541,84,140.325345
27049,127,140.475974
71949,285,140.815345
11149,47,140.872224
11315,48,140.93943
11315,48,141.000303
26015,86,141.105105
11149,47,141.164027
11315,48,141.224896
11315,48,141.283737
11315,48,141.34258
11315,48,141.400398
11315,48,141.461236
11315,48,141.520648
11315,48,141.580485
11315,48,141.640325
11315,48,141.701196
-95868,879,142.818425
11154,47,142.886244
11315,48,142.954093
42807,117,143.113293
37074,105,143.26006
11149,47,143.323903
11315,48,143.389729
11315,48,143.459572
42612,112,143.614158
37281,164,143.83457
11154,47,143.898401
11315,48,143.969182
13865,74,144.076487
11144,47,144.141319
72657,183,144.388203
20094,87,144.510877
11315,48,144.5767
11315,48,144.646513
11315,48,144.717324
59733,205,144.986231
11149,47,145.056123
27215,128,145.230252
11315,48,145.299066
11315,48,145.367883
37974,125,145.539503
44209,113,145.69768
11144,47,145.766752
39134,319,146.200351
36894,273,146.568527
76000,194,146.835377
11164,47,146.907184
11315,48,146.980984
11315,48,147.053787
59077,205,147.339042
11149,47,147.409897
20265,88,147.537619
13594,73,147.645332
11149,47,147.71817
11315,48,147.791003
11315,48,147.868778
11315,48,147.948081
74685,266,148.319122
11315,48,148.392931
20265,88,148.520583
11315,48,148.596353
27215,128,148.78415
-5439,722,149.720956
11315,48,149.795
11315,48,149.867295
11315,48,149.945087
11315,48,150.017893
11315,48,150.094199
11315,48,150.172991
11315,48,150.251775
11315,48,150.32458
11315,48,150.398383
11315,48,150.475184
11315,48,150.547985
16815,74,150.663674
11144,47,150.73848
11315,48,150.814316
11315,48,150.885637
11315,48,150.958503
11315,48,151.035329
20265,88,151.166479
11315,48,151.239286
11315,48,151.314167
11315,48,151.386013
11315,48,151.459515
32165,168,151.693324
11315,48,151.768125
46694,101,151.91972
11144,47,151.987539
11315,48,152.066328
16765,74,152.176579
55547,204,152.458857
11154,47,152.534138
11315,48,152.608938
11315,48,152.684707
65593,406,153.225238
11154,47,153.299071
-9589768,4435,159.256113
11149,47,159.333949
11315,48,159.413864
11315,48,159.486243
-43129,766,160.499767
60673,152,160.717748
11149,47,160.794544
69257,139,160.992582
33962,159,161.212616
11144,47,161.289441
19334,73,161.403736
11149,47,161.480562
49110,163,161.71161
27049,127,161.892231
11315,48,161.973019
11315,48,162.045388
71579,236,162.367224
11149,47,162.439641
11315,48,162.513443
24965,74,162.629146
25696,84,162.754761
11149,47,162.824574
11315,48,162.896383
11315,48,162.97318
11315,48,163.047041
11315,48,163.124833
11315,48,163.200633
11315,48,163.271504
11315,48,163.349856
16765,74,163.459563
65156,226,163.772356
11164,47,163.845162
11315,48,163.918458
11315,48,163.989759
11315,48,164.067551
11315,48,164.141354
11315,48,164.224133
21812,77,164.336863
11144,47,164.406188
11315,48,164.477203
33177,124,164.652038
25548,85,164.7773
11149,47,164.845041
-45385,608,165.641111
11315,48,165.718896
8665,48,165.793699
75033,365,166.283503
11149,47,166.355341
25752,95,166.494851
57649,201,166.769743
11315,48,166.848531
11315,48,166.925894
11315,48,167.004281
11315,48,167.078026
61343,187,167.345982
11144,47,167.419823
68691,275,167.790364
11329,48,167.863329
11315,48,167.942091
11315,48,168.013928
24912,86,168.141306
11154,47,168.219039
11315,48,168.290876
11315,48,168.363483
11315,48,168.43913
11315,48,168.511534
11315,48,168.585339
11315,48,168.661799
26115,84,168.782502
11149,47,168.852342
11315,48,168.922662
11315,48,168.996437
11315,48,169.069271
38242,124,169.245377
41669,151,169.455892
-23745,756,170.458112
11315,48,170.538404
25757,86,170.675546
11149,47,170.758326
11315,48,170.838718
11315,48,170.915513
51945,138,171.115977
41486,108,171.273529
11149,47,171.347359
11315,48,171.421162
11315,48,171.500921
11315,48,171.576717
43249,117,171.751289
11149,47,171.829553
11315,48,171.906348
20265,88,172.078456
11315,48,172.241021
11315,48,172.362696
11315,48,172.465422
11315,48,172.585103
27215,128,172.801524
11315,48,172.873331
86082,182,173.115685
11164,47,173.185498
11315,48,173.254314
11315,48,173.322132
11315,48,173.387958
11315,48,173.450788
11315,48,173.510629
11315,48,173.57047
11315,48,173.634298
11315,48,173.695136
19285,73,173.780907
11149,47,173.840748
11315,48,173.901614
11315,48,173.961048
11315,48,174.018796
11315,48,174.077637
11315,48,174.136481
21982,73,174.224246
11149,47,174.281094
27215,128,174.434684
11315,48,174.493528
11315,48,174.553366
11315,48,174.610217
11315,48,174.666072
11315,48,174.7279
11315,48,174.789735
11315,48,174.853565
11315,48,174.916399
19285,73,175.010146
11149,47,175.073976
39971,147,175.263469
11144,47,175.327271
11315,48,175.390128
11315,48,175.454957
11315,48,175.516793
11315,48,175.581616
20759,274,175.928691
24835,84,176.044382
11154,47,176.108212
-182014,1333,177.814652
66261,170,178.042044
11144,47,178.106843
11315,48,178.176656
78497,215,178.460926
11149,47,178.53074
11315,48,178.598528
20265,88,178.7212
45835,153,178.925682
8599,47,178.993501
11315,48,179.065311
11315,48,179.132132
11315,48,179.19995
11315,48,179.267768
37969,106,179.413352
-23937876,6546,188.142053
11149,47,188.216827
25939,84,188.338528
11149,47,188.407345
11315,48,188.478155
11315,48,188.546972
11315,48,188.618779
11315,48,188.691585
33177,124,188.88105
11149,47,188.9489
11315,48,189.019708
11315,48,189.089522
31539,108,189.246108
11144,47,189.317914
34317,106,189.468508
11149,47,189.538322
11315,48,189.607138
24994,86,189.731805
11154,47,189.799629
42335,167,190.037988
11315,48,190.107773
11315,48,190.179611
-288496,1099,191.624747
39764,124,191.803269
11315,48,191.87807
11315,48,191.948883
11315,48,192.019691
11315,48,192.089504
11315,48,192.16231
11315,48,192.231127
11315,48,192.297948
11315,48,192.367761
11315,48,192.436577
11315,48,192.508385
21835,73,192.610113
11149,47,192.681921
11315,48,192.752732
11315,48,192.822545
11315,48,192.892361
11315,48,192.960178
11315,48,193.029992
11315,48,193.099805
11315,48,193.166624
11315,48,193.239431
11315,48,193.319219
11315,48,193.38604
21461,75,193.493759
11149,47,193.562572
11315,48,193.631385
68838,365,194.128057
11154,47,194.193881
48166,165,194.424268
11154,47,194.49009
11315,48,194.567882
-766696,1499,196.552578
61133,159,196.781968
11164,47,196.853774
25955,85,196.976445
11149,47,197.047259
19865,408,197.59479
11315,48,197.667599
43046,120,197.833155
11144,47,197.902972
58882,230,198.219125
11149,47,198.28794
51371,157,198.512341
11164,47,198.578173
11315,48,198.649974
11315,48,198.720784
11315,48,198.786608
-24196,753,199.804884
35899,247,200.149965
11315,48,200.224767
11315,48,200.30156
11315,48,200.379349
11315,48,200.464097
43300,148,200.674534
34944,207,200.960798
35035,98,201.106444
11144,47,201.178252
11315,48,201.249023
11315,48,201.318836
11315,48,201.386655
11315,48,201.457467
11315,48,201.525285
11315,48,201.594101
94120,700,202.520626
11144,47,202.593431
-35693885,7954,213.297825
11164,47,213.366643
21294,113,213.525217
-160801,807,214.623284
11315,48,214.693096
11315,48,214.762911
