#{"t_start": 1685742080.982526, "env_id": null}
r,l,t
142194,529,20.294068
21122,76,20.389846
11149,47,20.453862
11315,48,20.51723
11315,48,20.585737
11315,48,20.649323
20265,88,20.760057
69679,445,21.270182
19236,73,21.366489
11149,47,21.42486
11315,48,21.490168
11315,48,21.557016
37918,112,21.694216
100422,467,22.230904
33599,193,22.459355
11144,47,22.518179
11315,48,22.581778
9865,48,22.644995
11315,48,22.706831
11315,48,22.768667
-235,488,23.331162
20265,88,23.441867
11315,48,23.508693
11315,48,23.572069
11315,48,23.635573
11315,48,23.701396
25084,85,23.81313
11154,47,23.881981
27296,80,23.982683
11149,47,24.046539
25823,85,24.159801
11149,47,24.228243
-2342971,2471,27.038458
29607,112,27.184255
11149,47,27.253199
38384,126,27.411093
11149,47,27.480475
10015,48,27.546304
11315,48,27.610129
11315,48,27.676489
11315,48,27.741288
11315,48,27.813096
37158,125,27.9717
-2088807,2205,30.520643
11154,47,30.580485
11315,48,30.658282
11315,48,30.727093
11315,48,30.797903
11315,48,30.862726
11315,48,30.932543
11315,48,30.996378
11315,48,31.063566
91217,391,31.523088
16078,72,31.625412
11149,47,31.696253
11315,48,31.764072
9815,48,31.828401
181629,385,32.289433
57343,205,32.538412
11315,48,32.608225
42208,121,32.766355
11144,47,32.826665
11315,48,32.894516
11315,48,32.967485
11315,48,33.031347
11315,48,33.098173
27215,128,33.26376
11315,48,33.339038
11315,48,33.40589
11315,48,33.473709
11315,48,33.539533
26887,77,33.646252
11149,47,33.709085
11315,48,33.779894
11315,48,33.850704
7415,48,33.917526
11315,48,33.984348
32165,168,34.198811
11315,48,34.265628
11315,48,34.327463
11315,48,34.393286
25649,85,34.510005
-354312,1198,35.92892
11144,47,35.995336
11315,48,36.065184
11315,48,36.134346
11315,48,36.203196
11315,48,36.270018
11315,48,36.333859
11315,48,36.402722
11315,48,36.472128
33721,115,36.625386
64222,245,36.924102
11315,48,36.980985
32183,119,37.143587
11144,47,37.20642
20439,113,37.358636
11149,47,37.422466
11315,48,37.489287
11315,48,37.562096
31965,328,37.95519
11315,48,38.023048
19285,73,38.128793
11149,47,38.195586
11315,48,38.263433
11315,48,38.331252
11315,48,38.396053
21763,77,38.506774
45397,226,38.789863
11164,47,38.858677
11315,48,38.931454
27525,76,39.035209
11144,47,39.103055
11315,48,39.167913
42398,121,39.326492
25317,112,39.471102
11149,47,39.532938
11315,48,39.599759
20265,88,39.719439
11315,48,39.781277
27640,78,39.883813
11144,47,39.950209
11315,48,40.017621
25851,84,40.13584
11149,47,40.209163
11315,48,40.276036
37728,125,40.439139
77176,182,40.672519
25322,112,40.823714
11149,47,40.88655
11315,48,40.957357
11315,48,41.024179
11315,48,41.092994
11315,48,41.158384
27173,113,41.313008
11164,47,41.376401
34300,108,41.51765
31708,153,41.716791
89885,212,41.979696
59885,201,42.239525
38990,123,42.402156
25591,85,42.520839
25763,85,42.631542
11149,47,42.699454
42297,186,42.939518
53548,142,43.12623
11329,48,43.197428
45965,109,43.344052
11149,47,43.41084
11315,48,43.475261
47478,187,43.714177
11149,47,43.796956
11315,48,43.869765
11315,48,43.936583
11315,48,44.002407
25606,85,44.116133
11149,47,44.179935
9865,48,44.250774
11315,48,44.317538
76821,401,44.842205
11149,47,44.914966
75605,319,45.345361
11149,47,45.414177
56715,150,45.619199
11149,47,45.685599
27215,128,45.851782
11315,48,45.933562
19236,73,46.03529
42658,117,46.189878
61450,152,46.388496
50836,191,46.641949
11149,47,46.707778
11315,48,46.783574
8465,48,46.853387
74323,233,47.159136
11144,47,47.227953
11315,48,47.293777
40265,125,47.465318
20265,88,47.588993
11315,48,47.652389
11315,48,47.719209
11315,48,47.787264
11315,48,47.854121
11315,48,47.922372
11315,48,47.994515
25076,86,48.10766
49166,146,48.304729
11149,47,48.370552
69035,145,48.559588
21894,73,48.660286
21811,72,48.765102
11149,47,48.839059
54320,286,49.206253
19285,73,49.298036
11149,47,49.374251
11315,48,49.443068
11315,48,49.510189
23357,84,49.632987
11149,47,49.697813
19334,73,49.803503
11149,47,49.872347
34715,100,50.007159
42148,118,50.172271
11149,47,50.238127
11315,48,50.309999
29987,153,50.50906
36692,100,50.65168
111883,274,50.991417
11329,48,51.060233
62458,200,51.317651
199680,311,51.712879
27049,127,51.885418
11315,48,51.957226
37728,125,52.125575
11154,47,52.19838
25779,85,52.320186
11149,47,52.393024
11315,48,52.466827
11315,48,52.538637
20265,88,52.665092
11315,48,52.737481
11315,48,52.810286
11315,48,52.8801
46401,113,53.033689
11144,47,53.101048
11315,48,53.170861
11315,48,53.245661
11315,48,53.316982
11315,48,53.390076
11315,48,53.46584
11315,48,53.538121
11315,48,53.611925
11315,48,53.688692
61181,133,53.863284
11144,47,53.934657
35107,204,54.194162
11149,47,54.264008
11315,48,54.334289
68148,143,54.525586
11149,47,54.597571
64772,183,54.843929
11329,48,54.915302
11315,48,54.986113
39273,125,55.154663
16549,73,55.258384
48849,164,55.478795
11149,47,55.551601
11315,48,55.622413
40095,125,55.788013
11315,48,55.861843
11315,48,55.937644
11315,48,56.007457
11315,48,56.077268
9965,48,56.152663
11315,48,56.225471
11315,48,56.294585
11315,48,56.364403
11315,48,56.437234
11315,48,56.508581
11315,48,56.575895
11315,48,56.643715
80255,314,57.051244
27044,127,57.224355
95441,232,57.534001
11315,48,57.602886
30873,95,57.733101
11144,47,57.80591
33605,234,58.108131
11164,47,58.176459
25757,86,58.303695
27049,127,58.476271
11315,48,58.545526
11315,48,58.621654
138345,268,58.971282
11149,47,59.041563
11315,48,59.110942
24734,79,59.228636
20094,87,59.352301
36330,116,59.516135
11164,47,59.588451
11315,48,59.659261
11315,48,59.728639
28672,119,59.892604
21564,75,60.002341
11144,47,60.073716
59617,204,60.345755
11149,47,60.418559
9865,48,60.488374
59490,193,60.736715
31999,167,60.959121
11315,48,61.030962
11315,48,61.100775
11315,48,61.172555
11315,48,61.250347
11315,48,61.320695
11315,48,61.391326
35035,98,61.533202
11144,47,61.600583
11315,48,61.673389
11315,48,61.748757
27215,128,61.926846
48006,135,62.113534
104038,204,62.384479
11149,47,62.453893
32091,108,62.6054
11149,47,62.673381
11315,48,62.749208
11315,48,62.819056
11315,48,62.891195
11315,48,62.966558
43138,118,63.131207
41341,111,63.285734
50213,164,63.507947
11149,47,63.580239
11315,48,63.655038
16565,74,63.768746
9644,47,63.839557
11315,48,63.912363
11315,48,63.985168
11315,48,64.060966
11315,48,64.132774
8565,48,64.203585
11315,48,64.280381
11315,48,64.352218
11315,48,64.424035
11315,48,64.501818
11315,48,64.571631
11315,48,64.641445
11315,48,64.71727
23467,86,64.845965
39837,147,65.043437
26404,73,65.154701
45783,129,65.334284
11144,47,65.405094
11315,48,65.478383
11315,48,65.548198
11315,48,65.623451
20265,88,65.748116
11315,48,65.817928
11315,48,65.888306
11315,48,65.963426
11315,48,66.03427
11315,48,66.107142
11315,48,66.185402
11315,48,66.25621
11315,48,66.326024
11315,48,66.39484
11315,48,66.470637
11315,48,66.541448
32142,125,66.718596
27158,76,66.832304
42509,153,67.04264
20114,87,67.172365
11315,48,67.249138
26736,73,67.35789
11149,47,67.435677
11315,48,67.50789
40144,128,67.692398
18232,85,67.816661
11154,47,67.887355
11315,48,67.96415
-295503,1227,69.528996
11149,47,69.605824
11315,48,69.683177
11315,48,69.756982
8565,48,69.827795
11315,48,69.907579
11315,48,69.979388
11315,48,70.055164
11315,48,70.128027
67293,154,70.341999
11329,48,70.415806
57690,177,70.663276
11149,47,70.737077
33001,124,70.913319
51153,254,71.261774
11144,47,71.332554
11315,48,71.407358
11315,48,71.480161
21982,73,71.594421
11149,47,71.664237
57385,154,71.904957
57578,203,72.188272
27049,127,72.368248
11315,48,72.449029
11315,48,72.526821
11315,48,72.599627
144855,369,73.123206
11144,47,73.192058
39960,99,73.344153
8294,47,73.41599
11315,48,73.487799
11315,48,73.562598
11315,48,73.638396
48937,159,73.861396
11149,47,73.93224
20265,88,74.055974
11315,48,74.124354
27394,75,74.235152
33049,105,74.390318
11149,47,74.464312
11315,48,74.534721
11315,48,74.608092
26711,75,74.722349
11149,47,74.798087
9815,48,74.872306
75866,399,75.395286
11144,47,75.469091
11315,48,75.538839
84813,226,75.845556
34949,207,76.128771
20265,88,76.259421
55443,203,76.537345
32004,167,76.768298
21933,73,76.876478
11149,47,76.951278
34025,126,77.130958
11315,48,77.206757
11315,48,77.285546
11315,48,77.35835
20265,88,77.489001
11315,48,77.558814
11315,48,77.633648
11315,48,77.705453
50705,154,77.921875
11164,47,77.998671
11315,48,78.072473
11315,48,78.146276
39105,125,78.327363
11149,47,78.396708
36649,117,78.559337
27064,127,78.742013
26043,85,78.865833
13699,73,78.969417
11144,47,79.04187
11315,48,79.111943
11315,48,79.184827
37614,720,80.114111
11329,48,80.188911
11315,48,80.262714
61120,130,80.447252
56811,149,80.656816
11159,47,80.728623
11315,48,80.799434
11315,48,80.875231
11315,48,80.946042
9765,48,81.019845
35676,153,81.237263
11149,47,81.298582
11315,48,81.378677
11315,48,81.45151
13965,74,81.570193
47804,153,81.78556
11164,47,81.860279
11315,48,81.939067
11315,48,82.011878
20265,88,82.142524
11315,48,82.220317
11315,48,82.292643
20265,88,82.434265
11315,48,82.503703
20265,88,82.633356
11315,48,82.71132
11315,48,82.783522
11315,48,82.855754
11315,48,82.933535
21329,74,83.040851
27049,127,83.224061
11315,48,83.297872
11315,48,83.377661
11315,48,83.449468
11315,48,83.522275
11315,48,83.595107
11315,48,83.668605
11315,48,83.748396
11315,48,83.820199
11315,48,83.892008
11315,48,83.967809
11315,48,84.040613
27215,128,84.222128
11315,48,84.29649
11315,48,84.371296
11315,48,84.444098
13965,74,84.557794
11144,47,84.627607
11315,48,84.700413
121231,297,85.102441
11149,47,85.173266
11315,48,85.24924
11315,48,85.322045
11315,48,85.394477
11315,48,85.472087
11315,48,85.545018
11315,48,85.621378
11315,48,85.695184
11315,48,85.768503
29280,116,85.936006
11144,47,86.009845
38600,166,86.241623
19236,73,86.356323
63377,163,86.582187
11144,47,86.654021
11315,48,86.72683
11315,48,86.797639
11315,48,86.874433
18579,74,86.982147
20099,87,87.117373
11315,48,87.18875
21615,114,87.345528
11144,47,87.41833
8465,48,87.49669
11315,48,87.569059
54615,150,87.773514
11149,47,87.845322
11315,48,87.91713
11315,48,87.989908
11315,48,88.064735
64730,242,88.391165
11149,47,88.469779
9865,48,88.542616
11315,48,88.61752
11315,48,88.691323
11315,48,88.75216
11315,48,88.809008
11315,48,88.865828
11315,48,88.924699
11315,48,88.984542
8665,48,89.044379
11315,48,89.102446
11315,48,89.163283
67626,180,89.378048
54388,233,89.656305
20114,87,89.760061
20265,88,89.86478
11315,48,89.924617
11315,48,89.983464
11315,48,90.042305
11315,48,90.101077
11315,48,90.161261
15045,75,90.2544
20094,87,90.360019
11315,48,90.418378
50726,188,90.643265
11144,47,90.701108
11315,48,90.758955
11315,48,90.818795
24365,114,90.956425
33800,106,91.08711
11144,47,91.142963
11315,48,91.199808
11315,48,91.260646
11315,48,91.319488
11315,48,91.377331
11315,48,91.436182
11315,48,91.496986
7415,48,91.554832
11315,48,91.613706
91138,238,91.894982
9749,47,91.953825
11315,48,92.012702
11315,48,92.071938
32310,125,92.233541
11154,47,92.296844
35510,100,92.430145
11144,47,92.48799
72889,218,92.769238
11144,47,92.837592
11315,48,92.903447
11315,48,92.96927
11315,48,93.036089
11315,48,93.103474
11315,48,93.170295
11315,48,93.237117
11315,48,93.305933
11315,48,93.375752
11315,48,93.44314
83468,175,93.671529
27044,127,93.846068
11315,48,93.917411
25168,107,94.064612
11149,47,94.130927
11315,48,94.198745
11315,48,94.266293
27311,77,94.374041
40091,156,94.579045
31642,114,94.732196
11149,47,94.798021
11315,48,94.868881
11315,48,94.937833
11315,48,95.006025
11315,48,95.074874
11315,48,95.14282
11315,48,95.21367
11315,48,95.28249
52935,195,95.541521
16421,72,95.648204
11149,47,95.71702
11315,48,95.783813
11315,48,95.853685
11315,48,95.921504
41565,194,96.180812
11144,47,96.250139
11315,48,96.319918
20265,88,96.444615
11315,48,96.515423
27895,114,96.670573
11164,47,96.739392
11315,48,96.809234
11315,48,96.879619
11315,48,96.950921
11315,48,97.027877
11315,48,97.098688
11315,48,97.169498
11315,48,97.242302
11315,48,97.317363
11315,48,97.389216
11315,48,97.467038
11315,48,97.540841
11315,48,97.612118
62318,146,97.818566
11144,47,97.885387
11315,48,97.955201
11315,48,98.030231
11315,48,98.099032
11315,48,98.165858
11315,48,98.233676
11315,48,98.306481
32165,168,98.530948
11315,48,98.601352
20265,88,98.728638
1957,513,99.40175
11149,47,99.473052
11315,48,99.545089
11315,48,99.621879
47083,109,99.785167
11144,47,99.852011
11315,48,99.939902
22745,114,100.102271
30286,105,100.251866
11144,47,100.324211
11315,48,100.395556
11315,48,100.471265
11315,48,100.54458
11315,48,100.631348
11315,48,100.713673
11315,48,100.783546
11315,48,100.85336
11315,48,100.922179
11315,48,100.990289
11315,48,101.06016
11315,48,101.132966
11315,48,101.205771
11315,48,101.279574
11315,48,101.349387
11315,48,101.419203
11315,48,101.486022
11315,48,101.559399
11315,48,101.627759
60625,171,101.869095
11144,47,101.933922
11315,48,102.003738
11315,48,102.073521
11315,48,102.14536
11315,48,102.220157
13865,74,102.321615
11144,47,102.393452
11315,48,102.45329
11315,48,102.512134
75462,365,102.94358
46760,170,103.143598
11144,47,103.201088
66147,245,103.491849
11149,47,103.549702
11315,48,103.608975
11315,48,103.670541
11315,48,103.729455
37045,106,103.859138
-45551,607,104.569586
11315,48,104.62843
11315,48,104.686275
54091,138,104.850437
11149,47,104.908282
41965,114,105.046454
11315,48,105.108318
11315,48,105.172574
11315,48,105.236509
42759,119,105.394651
20094,87,105.51076
20265,88,105.632414
11315,48,105.699239
11315,48,105.766091
20265,88,105.885331
11315,48,105.954153
11315,48,106.019516
9865,48,106.090332
11315,48,106.158181
32885,354,106.608697
27064,127,106.781267
27215,128,106.956366
11315,48,107.024668
24645,113,107.174314
46501,111,107.325908
11144,47,107.391737
11315,48,107.462548
11315,48,107.528372
11315,48,107.600124
11315,48,107.667945
11315,48,107.735301
11315,48,107.806117
11315,48,107.87596
11315,48,107.944776
11315,48,108.01216
11315,48,108.082008
11315,48,108.153381
11315,48,108.2222
44602,245,108.541665
11315,48,108.611482
32165,168,108.835443
11315,48,108.906259
47229,160,109.119277
11149,47,109.189065
11315,48,109.258888
11315,48,109.328725
11315,48,109.40215
11315,48,109.468974
-25151619,7074,118.745907
11144,47,118.828687
11315,48,118.912973
16765,74,119.027672
11144,47,119.103436
11315,48,119.185248
11315,48,119.256573
11315,48,119.332439
11315,48,119.40923
11315,48,119.482991
67990,245,119.814672
11315,48,119.889507
11315,48,119.966274
11315,48,120.038113
11315,48,120.110916
11315,48,120.188708
11315,48,120.263021
9915,48,120.339814
56642,206,120.6191
25734,83,120.739345
11149,47,120.798749
11315,48,120.878108
87483,184,121.127074
69290,363,121.61147
11315,48,121.68651
20265,88,121.812235
11315,48,121.882448
11315,48,121.956342
27215,128,122.138198
69775,393,122.664936
11149,47,122.744694
9865,48,122.817556
20265,88,122.941272
11315,48,123.011605
11315,48,123.084848
63620,285,123.465259
20099,87,123.593513
29037,113,123.753206
9849,47,123.827007
11315,48,123.902913
97895,200,124.173753
11149,47,124.253667
11315,48,124.327471
11315,48,124.406259
41117,118,124.580793
11164,47,124.652605
11315,48,124.724411
11315,48,124.79522
11315,48,124.872015
22026,86,124.998674
11154,47,125.06154
40594,205,125.337489
11154,47,125.41129
25399,113,125.572859
11149,47,125.644666
11315,48,125.721461
11315,48,125.792274
11315,48,125.86904
19236,73,125.97736
20099,87,126.108833
11315,48,126.18609
11315,48,126.257896
11315,48,126.331732
11315,48,126.405299
166709,864,127.557942
11144,47,127.632747
11315,48,127.707542
32165,168,127.959946
11315,48,128.028239
11315,48,128.10002
21461,75,128.21873
11149,47,128.295525
9815,48,128.371322
11315,48,128.445096
11315,48,128.517903
11315,48,128.594334
11315,48,128.669162
76362,214,128.981327
26625,76,129.092105
11149,47,129.164904
25001,85,129.289572
11154,47,129.370355
11315,48,129.443161
11315,48,129.514003
36952,126,129.689596
20104,87,129.81526
51658,444,130.391727
11154,47,130.468488
11315,48,130.543704
24341,77,130.663473
11149,47,130.738273
11315,48,130.81607
37005,114,130.98362
11159,47,131.049442
11315,48,131.12125
11315,48,131.190065
11315,48,131.257883
11315,48,131.328695
11315,48,131.400504
11315,48,131.469319
11315,48,131.537136
11315,48,131.606951
43577,109,131.756552
20094,87,131.878227
20265,88,132.000916
67325,180,132.248217
11144,47,132.316012
11315,48,132.384453
11315,48,132.453313
9865,48,132.526119
11315,48,132.596386
27262,77,132.704134
11144,47,132.778906
24765,78,132.907593
11149,47,132.977406
11315,48,133.049244
27215,128,133.248185
11315,48,133.319997
11315,48,133.390276
57460,136,133.593381
11149,47,133.664681
112975,382,134.167653
19925,112,134.329719
11149,47,134.405034
11315,48,134.475845
11315,48,134.549134
54825,193,134.810731
37905,100,134.954377
45573,115,135.119499
11144,47,135.196331
11315,48,135.267177
11315,48,135.344035
20265,88,135.471713
35015,288,135.852095
11315,48,135.925917
11315,48,136.00182
-450789,1285,137.671223
21295,74,137.795812
42659,117,137.975302
18678,72,138.077038
34949,207,138.362981
11315,48,138.437781
11315,48,138.511556
11315,48,138.589376
11315,48,138.663178
11315,48,138.735957
84226,311,139.151823
11144,47,139.226623
11315,48,139.298431
11315,48,139.375226
11315,48,139.447037
11315,48,139.518844
18627,74,139.633434
11149,47,139.705835
11315,48,139.783731
11315,48,139.854189
87802,203,140.130585
11144,47,140.205387
11315,48,140.283151
24881,79,140.395412
11144,47,140.456251
11315,48,140.533045
11315,48,140.605851
43345,118,140.779389
-2023739,2249,143.712395
11144,47,143.790779
37264,126,143.967435
-235,488,144.616437
11315,48,144.692239
11315,48,144.768032
20265,88,144.903742
39021,125,145.078917
11149,47,145.154713
66339,193,145.42905
11149,47,145.501383
103685,199,145.769774
11149,47,145.84167
11315,48,145.914624
-1733412,2292,148.911081
11149,47,148.990359
11315,48,149.070166
11315,48,149.148997
11315,48,149.227324
11315,48,149.299722
51179,314,149.720641
11149,47,149.798433
11315,48,149.877221
11315,48,149.950536
11315,48,150.029326
11315,48,150.104125
27080,76,150.217821
24666,84,150.346012
11154,47,150.421809
37158,125,150.599334
11154,47,150.673166
11315,48,150.748003
24713,77,150.857205
11144,47,150.936999
11315,48,151.008165
66760,285,151.385116
58585,196,151.657046
11149,47,151.730843
31986,113,151.891415
11149,47,151.965253
11315,48,152.038743
11315,48,152.109094
11315,48,152.18489
11315,48,152.256214
11315,48,152.32753
8765,48,152.406864
20265,88,152.530262
11315,48,152.601152
11315,48,152.673537
11315,48,152.749921
39405,112,152.911907
11149,47,152.97873
20265,88,153.107387
11315,48,153.187176
11315,48,153.258989
11315,48,153.3298
9815,48,153.404994
27215,128,153.590501
11315,48,153.6653
13915,74,153.777
27044,127,153.953528
11315,48,154.032248
20265,88,154.164893
11315,48,154.234707
-10570,642,155.072859
11149,47,155.153153
11315,48,155.225957
11315,48,155.315753
11315,48,155.388124
11315,48,155.465939
11315,48,155.538255
11315,48,155.610099
11315,48,155.686143
11315,48,155.757548
11315,48,155.829919
11315,48,155.912761
11315,48,155.995143
11315,48,156.070977
11315,48,156.142937
11315,48,156.217249
11315,48,156.285098
11315,48,156.359541
9865,48,156.438909
11315,48,156.513747
11315,48,156.587061
43016,120,156.761116
11149,47,156.830882
38418,126,157.010977
-2035259,2205,159.857797
48114,322,160.299183
11154,47,160.370041
34800,105,160.52738
11149,47,160.596227
36410,272,160.966527
11164,47,161.040327
11315,48,161.115103
11315,48,161.191955
11315,48,161.265836
11315,48,161.343668
102779,402,161.875244
11164,47,161.950043
20265,88,162.082197
11315,48,162.157401
11315,48,162.229959
11315,48,162.308136
11315,48,162.38048
11315,48,162.455282
11315,48,162.532047
11315,48,162.604453
11315,48,162.677263
11315,48,162.751316
11315,48,162.824062
11315,48,162.896442
11315,48,162.971455
11315,48,163.044214
38519,125,163.228576
11149,47,163.297419
22015,74,163.408549
94940,156,163.628773
11149,47,163.704567
28332,201,163.977975
11149,47,164.054807
11315,48,164.127123
55366,232,164.433903
11149,47,164.506715
11315,48,164.578529
11315,48,164.655357
11315,48,164.726747
11315,48,164.799552
20265,88,164.928209
27215,128,165.104833
76896,173,165.342614
20099,87,165.46828
11315,48,165.538094
11315,48,165.610462
11315,48,165.685263
11315,48,165.757349
11315,48,165.830666
11315,48,165.908458
11315,48,165.982261
38937,125,166.158882
34949,207,166.449104
11315,48,166.527752
11315,48,166.599515
11315,48,166.669669
11315,48,166.744999
11315,48,166.818838
38379,325,167.248711
11149,47,167.323111
27215,128,167.507648
11315,48,167.58342
43581,119,167.746022
11144,47,167.820812
11315,48,167.893617
11315,48,167.970412
11315,48,168.044215
11315,48,168.122038
72399,269,168.481108
11144,47,168.557875
46409,100,168.699528
11144,47,168.768341
11315,48,168.845136
11315,48,168.918508
11315,48,168.995307
20265,88,169.120574
11315,48,169.190386
11315,48,169.263223
54808,159,169.484202
26565,77,169.601982
11149,47,169.677826
31965,328,170.115139
11315,48,170.1902
11315,48,170.260634
11315,48,170.339987
11315,48,170.411305
11315,48,170.484274
11315,48,170.562107
11315,48,170.633719
29061,395,171.157377
