#{"t_start": 1685731503.1320486, "env_id": null}
r,l,t
11149,47,67.966402
50595,164,68.227731
43297,194,68.532916
43668,325,69.027595
32389,153,69.267924
34645,116,69.453428
20311,72,71.448099
11149,47,71.52492
32165,168,71.773229
92480,339,72.264916
34949,207,72.587085
25714,86,72.725711
27049,127,72.922159
44289,165,73.172517
76525,316,73.680133
11315,48,73.760945
11315,48,73.837713
11315,48,73.915504
20265,88,74.054167
75031,446,76.622302
11149,47,76.706076
32165,168,76.953414
158274,668,77.930805
13423,72,78.049457
20099,87,78.183128
11315,48,78.262912
11315,48,78.340678
11315,48,78.418499
19236,73,78.532195
37644,124,78.727673
34609,199,79.039841
22724,389,81.522205
47438,284,81.93909
11149,47,82.016882
95436,257,82.390855
50677,163,82.633236
34949,207,82.953383
75632,458,83.652512
69815,268,84.074385
11149,47,84.155168
44243,148,84.390537
18456,73,84.515206
43280,117,86.579693
11144,47,86.657454
110861,251,87.024501
27049,127,87.215989
32165,168,87.4633
85606,273,87.859242
48061,165,88.10362
16765,74,88.231279
11144,47,88.312032
37564,125,88.507546
41839,245,88.886528
89016,184,89.177744
46762,191,89.485923
64710,152,91.597281
11149,47,91.673079
20265,88,91.807721
90926,344,92.302397
42310,238,92.656448
52441,204,92.957646
47019,138,93.163097
41390,150,93.388495
20094,87,93.531085
124772,252,93.908079
20286,88,94.04873
11315,48,94.128517
11315,48,94.209301
27215,128,94.411758
11315,48,94.504513
101793,293,96.811319
34949,207,97.117529
48595,209,97.43169
25435,84,97.567328
54569,116,97.754824
31999,167,98.010141
11315,48,98.088933
11315,48,98.171685
32389,153,98.408052
61177,240,98.78607
26868,112,98.96559
53524,152,99.201959
32094,113,99.384443
54075,203,101.595562
20099,87,101.729179
35933,147,101.951612
60427,156,102.188977
40315,363,102.715569
11149,47,102.794359
97128,345,103.313971
39389,455,104.010108
73994,277,104.434975
20094,87,104.575599
64100,186,106.734828
11149,47,106.812621
74174,360,107.340211
26409,73,107.455902
74689,318,107.917669
81957,438,108.577904
101118,223,108.927941
68953,353,109.480496
32165,168,111.625759
20265,88,111.761396
111274,397,112.342843
31394,287,112.761696
25895,84,112.888385
31999,167,113.136721
11315,48,113.219501
37176,166,113.478778
63769,281,113.907661
27049,127,114.112115
63283,323,114.620727
74086,274,116.933575
11149,47,117.01037
45617,118,117.187868
40601,284,117.609741
34854,287,118.043608
25939,84,118.181241
53454,244,118.558236
41868,347,119.089813
137177,544,121.803561
62166,324,122.273303
41140,226,122.611405
34949,207,122.947477
27215,128,123.145945
48410,165,123.401295
27054,127,123.606742
20265,88,123.751327
11315,48,123.837099
73005,233,124.191181
127142,503,126.827136
28424,232,127.173211
-100960,724,128.236344
11149,47,128.32012
36065,248,128.701101
35115,208,129.026263
11315,48,129.114995
27444,78,129.244649
39864,125,129.443118
11315,48,129.523929
113220,285,131.837747
88601,272,132.237677
20099,87,132.370329
11315,48,132.447118
38274,153,132.675508
-108670,751,133.788535
39604,124,133.988998
20265,88,134.142559
11315,48,134.222376
32835,125,134.429791
11149,47,134.510605
32165,168,136.657866
52885,140,136.86329
27049,127,137.050817
20265,88,137.184458
11315,48,137.261225
11315,48,137.336054
25520,85,137.478674
34097,114,137.654176
11149,47,137.727978
27215,128,137.922489
23203,126,138.116939
27054,127,138.314438
66756,199,138.627602
11164,47,138.705394
27215,128,138.904867
25029,106,139.072414
42212,117,139.258887
11149,47,139.337704
73717,355,141.769207
27064,127,141.960667
32165,168,142.211026
20265,88,142.346663
10914,565,143.160489
43551,166,143.403838
20265,88,143.541473
39033,193,143.840671
79359,235,144.209688
11164,47,144.291438
11315,48,144.369262
20265,88,144.516864
63280,282,146.83165
26899,94,146.983273
111315,294,147.40811
11164,47,147.483935
32620,125,147.681407
41731,108,147.847965
87382,274,148.270804
11149,47,148.349594
152706,725,149.44669
110552,210,149.775809
-1733035,1994,154.583964
57960,130,156.666397
106546,380,157.216926
25591,85,157.349576
20099,87,157.482217
29389,116,157.655725
11149,47,157.728559
20265,88,157.85921
11315,48,157.936008
35115,208,158.246148
41667,120,158.438667
20099,87,158.576265
20265,88,158.7129
20265,88,158.85455
11315,48,158.942287
38203,166,159.197633
-23917,744,162.193626
11149,47,162.270422
20265,88,162.404064
29312,117,162.578598
39174,155,162.811974
25526,84,162.947612
70012,140,163.154032
40582,146,163.375468
51810,177,163.65572
94074,319,164.147377
11164,47,164.227193
11315,48,164.306952
19334,73,164.427628
24170,112,164.615155
33197,124,166.684626
158487,942,168.058925
165725,322,168.54266
60185,175,168.819919
11149,47,168.896714
95373,226,169.241791
37320,125,169.440233
20104,87,169.585844
20265,88,169.729488
11315,48,171.680275
20265,88,171.815885
-1906983,2407,177.230417
11149,47,177.305247
25233,87,177.438858
59015,150,177.657275
11329,48,177.730082
24965,74,177.842807
20094,87,177.975456
39021,125,178.162925
29448,107,178.340477
20094,87,178.479079
42582,165,178.73243
118608,383,179.322853
27049,127,179.525311
47476,166,181.663597
11154,47,181.740364
37714,148,181.955788
25652,84,182.081477
11149,47,182.154286
11315,48,182.229087
11315,48,182.306878
20265,88,182.44451
-214442,1289,184.360393
20099,87,184.50999
39245,124,186.576468
27049,127,186.762941
35015,288,187.18185
38937,125,187.369321
26749,73,187.484044
11144,47,187.56081
26624,74,187.687499
44133,104,187.848071
32181,124,188.038562
25238,112,188.214096
58971,202,188.527255
13799,73,188.646935
34213,107,188.826459
20094,87,188.963063
11315,48,189.039859
11315,48,189.117651
11315,48,189.195469
39945,125,189.39092
11149,47,189.467715
264442,783,192.505625
39925,125,192.698116
36065,248,193.078094
11315,48,193.159881
11315,48,193.235673
52526,138,193.451097
38827,119,193.639596
20279,88,193.78321
33815,208,194.114325
27215,128,194.319776
39722,159,194.571076
11149,47,194.65289
11315,48,196.621627
102435,572,197.456404
27049,127,197.644861
11315,48,197.725646
-365208,1473,201.808763
11164,47,201.885558
57134,132,202.08303
27049,127,202.276486
40235,156,202.511886
25044,84,202.638546
11154,47,202.711353
27215,128,202.909821
11315,48,202.983623
63427,233,203.334657
83595,237,203.704697
27049,127,203.907156
11315,48,203.988937
91649,210,204.316062
11149,47,204.400839
39053,125,204.599306
11315,48,204.682087
38697,285,206.97493
48759,156,207.205342
25921,84,207.334996
35695,166,207.581308
61256,199,207.868567
11149,47,207.947408
57318,383,208.512866
27044,127,208.719344
90791,275,209.145176
20094,87,209.288793
26071,84,209.425426
52817,204,211.634599
11149,47,211.713359
54805,145,211.928813
93673,297,212.358637
11149,47,212.434461
20265,88,212.571095
51739,150,212.806467
20099,87,212.942104
32165,168,213.200386
35015,288,213.634256
20265,88,213.780835
88131,383,214.371285
20094,87,214.510912
11315,48,214.590699
20265,88,214.73631
30216,113,216.791817
11149,47,216.86762
43517,166,217.120909
20099,87,217.253556
11315,48,217.325363
21294,113,217.493941
35899,247,217.859964
59583,158,218.106305
11149,47,218.181104
52165,207,218.494267
39053,125,218.688748
11315,48,218.770529
20265,88,218.909158
20265,88,219.05477
40015,194,219.354969
47166,150,219.589314
34544,113,219.778807
49965,164,221.908146
11149,47,221.981947
117576,393,222.548434
71999,283,222.958338
74354,237,223.32037
49316,289,223.760196
35894,247,224.143173
-563633,1552,228.296046
40121,149,228.537401
199015,497,229.28942
95138,424,231.823647
37554,164,232.066997
31999,167,232.315333
26663,75,232.432991
87799,230,232.787044
47914,146,233.014466
11149,47,233.097245
11315,48,233.176033
66324,152,233.408413
47322,204,233.730551
27049,127,233.92999
57069,149,234.164392
27064,127,234.363859
57737,162,234.618152
68018,189,236.798353
21767,72,236.918033
31999,167,237.16637
34599,95,237.309958
11144,47,237.381795
113094,247,237.743826
19299,167,238.011084
11315,48,238.090872
27215,128,238.287374
38270,125,238.482853
27049,127,238.680296
55515,206,239.000441
100164,230,239.354522
134869,233,239.718521
85340,391,242.178976
27064,127,242.366473
47071,246,242.721528
27215,128,242.91401
36065,248,243.288011
11315,48,243.366772
44154,99,243.521388
45223,187,243.808619
11149,47,243.887409
40181,149,244.116796
32918,123,244.332221
31999,167,244.595517
36065,248,246.855478
41740,188,247.13174
64760,279,247.551617
11315,48,247.629382
49941,158,247.860792
54041,225,248.194871
27215,128,248.401319
11315,48,248.481134
11315,48,248.560892
40010,125,248.752382
32165,168,249.007698
40790,273,249.431592
77780,395,251.906978
24029,113,252.079517
32014,167,252.325859
27639,153,252.554221
27064,127,252.745737
43198,150,252.983075
13423,72,253.099794
11149,47,253.171571
33265,124,253.354112
41926,244,253.730107
34949,207,254.053243
11315,48,254.136022
20265,88,254.281633
25294,85,254.421261
38692,124,254.622721
11149,47,254.705472
70873,322,257.068186
33089,124,257.260672
29097,116,257.434181
18456,73,257.543916
77564,519,258.314856
44302,140,258.532274
27044,127,258.730716
19015,88,258.876355
31965,328,259.370007
11315,48,259.452816
11315,48,259.530612
34855,113,259.707134
27049,127,261.795553
11315,48,261.871351
120175,335,262.358023
20094,87,262.490696
27215,128,262.682156
27215,128,262.874642
11315,48,262.953459
35115,208,263.270613
84259,190,263.561836
20099,87,263.699438
27215,128,263.894944
27215,128,264.097402
27215,128,264.300858
35015,288,264.736666
25911,85,264.878318
34949,207,267.059458
32706,125,267.25297
60206,307,267.696757
11149,47,267.770586
41318,119,267.951105
34944,207,268.267231
60941,245,268.63727
71288,238,269.018252
11144,47,269.09801
91971,680,272.010257
56772,148,272.232662
65873,237,272.581729
116560,355,273.104306
145819,247,273.477336
53560,312,273.950073
24746,85,274.089672
27054,127,274.290164
32165,168,274.561439
50099,158,274.812768
26749,367,277.235295
68279,200,277.530504
20099,87,277.676147
47476,166,277.931466
63792,151,278.165839
31999,167,278.426143
11315,48,278.506929
11315,48,278.586715
83128,172,278.856964
34949,207,279.175142
27215,128,279.374609
25252,85,279.512213
68438,190,279.811441
68011,185,281.985633
25002,84,282.115257
39090,504,282.841353
24712,84,282.969003
27054,127,283.159495
67070,403,283.747895
27215,128,283.954372
40132,159,284.203704
57850,175,284.47498
71399,480,287.092983
11149,47,287.167756
42437,237,287.509842
20099,87,287.642492
20265,88,287.775162
26936,113,287.948696
47068,165,288.204014
34954,207,288.516153
64609,266,288.922096
66062,259,289.326017
24279,114,289.505508
34944,207,289.832662
53503,186,291.999874
11149,47,292.077662
86866,227,292.417727
20099,87,292.5504
67049,179,292.813696
11149,47,292.891488
20265,88,293.026101
11315,48,293.105915
65707,399,293.72224
31965,328,294.215948
53882,153,294.460296
84383,192,294.761464
56513,138,296.867862
43309,153,297.09925
40218,204,297.399441
54504,283,297.813335
37010,165,298.058651
57800,205,298.363865
27215,128,298.56732
11315,48,298.647079
38885,125,298.84059
85793,288,299.278391
49669,164,299.538726
66813,281,299.966588
34849,287,302.261448
20265,88,302.395091
114814,214,302.713241
50871,204,303.012442
74716,212,303.320618
89277,364,303.867158
20265,88,304.011778
130620,325,304.509442
34949,207,304.849535
35115,208,307.052645
34895,119,307.229145
48269,156,307.460528
27049,127,307.654038
40427,808,308.844857
78073,360,309.401341
67095,240,309.774344
19718,112,311.838857
60524,204,312.145038
19865,408,312.739448
68967,217,313.058596
48220,519,313.836518
92424,388,314.437912
20099,87,314.584491
27215,128,314.782987
25084,85,316.824505
36384,153,317.051925
11164,47,317.126724
63671,324,317.599461
114443,252,317.963488
41836,165,318.207836
32004,167,318.488088
27215,128,318.689548
68703,426,319.347761
11315,48,319.432568
35137,153,319.675911
31853,124,319.877374
60168,181,322.045579
72672,174,322.305883
48323,244,322.659911
54523,229,322.996041
26749,367,323.542578
95871,358,324.084104
11315,48,324.169874
49613,484,324.915911
84230,207,327.101069
26868,112,327.270588
32099,104,327.427198
61480,243,327.790228
68496,324,328.261969
11154,47,328.336768
27215,128,328.529253
42590,111,328.708746
11144,47,328.789557
113769,509,329.556508
20265,88,329.703119
25606,85,329.84773
76718,320,332.190469
120489,210,332.501637
20094,87,332.632288
169635,394,333.231686
75389,393,333.825101
20265,88,333.976667
32165,168,334.232982
32126,126,334.433476
20104,87,334.575096
31965,328,336.955737
111051,260,337.344702
20099,87,337.474349
11315,48,337.550147
104863,413,338.165503
89789,248,338.541498
43897,165,338.803769
20265,88,338.951402
126684,266,339.36427
35914,247,339.748272
32165,168,341.891545
32165,168,342.143872
20265,88,342.277517
67345,199,342.573722
34949,207,342.874917
11315,48,342.965646
20265,88,343.100315
84403,206,343.414475
20094,87,343.56305
35115,208,343.875244
31965,328,344.380893
11315,48,344.47262
44121,165,344.729933
11149,47,344.807724
27215,128,346.890187
32994,127,347.086662
-401,487,347.788786
62912,326,348.265512
60578,159,348.506839
11164,47,348.592639
27215,128,348.793074
60109,204,349.105269
44986,285,349.548084
20104,87,349.700678
61775,246,351.953659
60766,160,352.189027
61402,241,352.545076
24566,79,352.667747
32845,124,352.8622
64471,220,353.185338
61522,205,353.484565
11149,47,353.560362
59141,364,354.106906
20265,88,354.249521
20265,88,354.390118
24912,86,354.523791
68794,361,356.967258
53483,157,357.206618
27049,127,357.397109
11315,48,357.467912
42365,605,358.357544
19334,73,358.479218
58179,264,358.877155
27049,127,359.076621
11315,48,359.165384
20265,88,359.306008
42715,244,359.682003
11149,47,359.762788
11315,48,359.843576
36065,248,362.108519
11315,48,362.187282
35115,208,362.4905
11315,48,362.570287
20265,88,362.706922
20265,88,362.838571
31086,135,363.039032
34944,207,363.360176
11315,48,363.441956
25042,85,363.576599
51134,165,363.8369
11315,48,363.916688
69578,231,364.264757
21029,72,364.384437
35899,247,364.769381
45005,612,367.559923
80428,400,368.157328
54283,245,368.519359
27215,128,368.723841
69231,219,369.061909
11149,47,369.145714
27215,128,369.349142
11315,48,369.43195
48018,158,369.700234
31999,167,369.965523
76834,277,372.261388
50638,185,372.53366
70677,272,372.934562
21310,74,373.047288
-51725,710,374.091499
25745,84,374.231096
11149,47,374.310911
59623,402,374.939233
27215,128,377.029646
43155,117,377.203182
20099,87,377.334801
32165,168,377.583169
35115,208,377.916276
75367,266,378.320196
29899,112,378.497727
20099,87,378.635355
32165,168,378.894665
16765,74,379.016336
42025,118,379.215804
27044,127,379.414245
28685,96,379.56584
11149,47,379.639662
35015,288,380.079468
64611,271,382.365365
25696,84,382.491029
27049,127,382.675536
83441,220,383.000667
67837,283,383.428525
29633,113,383.607048
83920,257,383.998999
140733,256,384.401923
102391,222,384.747
64321,401,387.25231
23357,84,387.385953
35899,247,387.750978
37806,165,387.997319
35899,247,388.358355
183477,424,389.005625
133878,419,389.653892
85049,236,390.025898
31999,167,392.161197
-42029,800,393.351017
11315,48,393.432799
11315,48,393.511588
11315,48,393.589381
38470,125,393.789845
40949,205,394.104005
41755,165,394.366304
186603,331,394.881927
29864,153,395.125276
20094,87,397.138954
11315,48,397.221733
27215,128,397.410201
18595,73,397.522929
67396,147,397.7473
130424,343,398.257965
39066,159,398.497325
55699,852,399.773886
141331,291,402.114661
31853,124,402.29817
20104,87,402.432807
36065,248,402.79484
11315,48,402.872635
18627,74,402.991315
51970,280,403.40122
60583,151,403.63659
41797,244,404.008594
77258,331,404.517237
11144,47,404.599024
11315,48,404.684761
27215,128,404.888246
27215,128,405.097686
11315,48,405.190439
35115,208,407.369615
55837,206,407.673774
27054,127,407.862298
11548,551,408.672138
50401,484,409.408168
20104,87,409.553778
112857,452,412.11294
103426,470,412.791099
34949,207,413.092325
11315,48,413.165128
51870,160,413.399474
49011,165,413.664764
61091,152,413.901161
27049,127,414.102623
20265,88,414.24621
11315,48,414.324031
38275,118,414.510532
20099,87,414.668083
11315,48,414.74787
11315,48,414.83367
11315,48,414.914453
43702,165,415.171737
84269,232,417.409785
78393,196,417.701975
11315,48,417.785779
11315,48,417.859555
26865,114,418.034116
57658,157,418.271454
25789,84,418.405124
66191,194,418.702333
66405,281,419.136168
50417,205,419.446342
20104,87,419.58597
90542,238,419.954986
28875,118,420.143479
11149,47,420.226258
51484,753,423.186347
27049,127,423.373847
39497,124,423.558326
76200,278,423.97222
11149,47,424.051008
46004,97,424.208616
20094,87,424.348216
46767,206,424.660408
925,525,427.332242
32165,168,427.57562
35115,208,427.8818
58919,313,428.34955
37857,106,428.517076
33432,114,428.693602
-401,487,429.432657
25252,85,429.569291
34783,112,429.749808
38792,104,429.916336
38033,117,430.10486
11149,47,430.182652
49883,165,432.301988
73907,263,432.689923
11149,47,432.763752
36226,193,433.047994
20099,87,433.179643
11315,48,433.25641
28575,154,433.485825
11159,47,433.565584
25939,84,433.707204
38771,124,433.902683
161931,310,434.386391
11149,47,434.467175
52606,152,434.723489
20094,87,434.872092
33133,124,435.070594
49892,345,437.512065
20094,87,437.6487
29839,193,437.943911
66517,189,438.224162
51081,164,438.479481
20099,87,438.618081
27215,128,438.817577
52366,205,439.137693
54199,203,439.453876
11149,47,439.534633
11315,48,439.613422
27215,128,439.820895
96110,281,440.303578
43718,164,442.442861
20099,87,442.574539
11315,48,442.651332
104112,267,443.039295
42415,178,443.304586
20114,87,443.438229
56130,486,444.154315
41515,194,444.450524
11144,47,444.531308
42455,107,444.701824
11149,47,444.781611
27215,128,444.983101
27215,128,445.193539
11315,48,445.277287
42991,116,447.334821
48398,361,447.854429
11164,47,447.927233
27345,75,448.044918
85776,376,448.607388
20099,87,448.743054
22925,114,448.920552
20265,88,449.059181
27215,128,449.260669
11315,48,449.349404
67114,326,449.836132
11315,48,449.917885
62755,325,450.419573
53362,157,452.53193
20099,87,452.667538
11315,48,452.741368
20265,88,452.878
27132,113,453.051539
20099,87,453.184187
56422,156,453.419529
11315,48,453.501337
55556,160,453.746654
11144,47,453.823477
11315,48,453.900271
31965,328,454.391958
11315,48,454.474736
81385,191,454.779922
31999,167,455.039227
11315,48,455.122006
60035,174,455.392284
25035,86,457.420865
62112,440,458.06315
25949,83,458.1928
11149,47,458.270564
20265,88,458.399222
27215,128,458.588742
92340,294,459.033553
184360,442,459.699745
34949,207,460.025875
52648,197,460.33109
68222,359,462.749623
11315,48,462.827413
54760,187,463.105673
20099,87,463.237292
9865,48,463.308102
24811,77,463.426813
78604,225,463.756931
20265,88,463.891572
20265,88,464.032196
37564,125,464.234628
37115,125,464.430104
54340,203,464.740275
36076,554,467.469011
11164,47,467.540791
45733,145,467.755219
55299,244,468.112294
42881,116,468.300789
35491,146,468.524163
11144,47,468.60096
73197,274,469.009894
20099,87,469.14952
11315,48,469.232299
38107,164,469.491606
77147,202,469.805769
11144,47,469.884556
38376,113,470.061086
20099,87,470.206696
11315,48,470.292438
51995,141,470.512849
11144,47,472.474635
47753,159,472.721947
20099,87,472.858609
27215,128,473.049072
38532,127,473.240588
11315,48,473.320375
20265,88,473.45302
11315,48,473.538791
39249,126,473.727289
20265,88,473.864892
126651,379,474.443376
32568,152,474.684701
11149,47,474.760499
82344,237,475.125553
27064,127,475.328979
27362,81,475.46564
69236,189,477.646815
27049,127,477.843288
87613,592,478.694015
27044,127,478.898469
11315,48,478.978255
106472,676,479.990551
34944,207,480.311694
11315,48,480.395468
16094,73,480.513127
11149,47,480.591943
25126,85,482.609524
62525,265,482.996517
34949,207,483.297715
66805,471,483.979889
20265,88,484.12949
22925,114,484.306015
11164,47,484.378823
20265,88,484.518453
20265,88,484.66107
27215,128,484.861536
25224,79,484.989164
89875,178,485.267449
25789,84,485.403059
20099,87,485.54468
35115,208,487.742834
39273,125,487.933297
11149,47,488.008122
34615,248,488.372154
51823,176,488.628472
11149,47,488.70227
50953,174,488.958585
20099,87,489.093222
27215,128,489.29369
44966,361,489.866159
43512,165,490.124442
31999,167,490.394747
85270,219,492.61379
92225,289,493.042671
62757,197,493.336888
33817,98,493.496458
39023,124,493.689941
158012,532,494.477836
114120,359,495.028366
63031,184,495.317593
31999,167,495.586877
11315,48,495.667628
11315,48,497.615451
11315,48,497.703217
36065,248,498.063255
63289,284,498.476123
31853,124,498.664648
45440,204,498.980776
34954,207,499.293965
20265,88,499.432596
42804,121,499.62209
62768,139,499.841476
79152,251,500.230464
20099,87,500.372087
11315,48,500.450874
45025,165,502.606116
57241,155,502.834505
59889,185,503.118745
-76435,792,504.27366
20114,87,504.410293
27215,128,504.607739
11315,48,504.687552
64327,142,504.908961
11149,47,504.988747
41958,188,505.283963
42749,116,505.470433
27049,127,505.669929
34176,120,507.727429
11149,47,507.802229
99122,478,508.498368
11315,48,508.574168
11315,48,508.645976
60285,245,509.002023
107402,269,509.416914
20094,87,509.558507
11315,48,509.635332
11315,48,509.711128
38403,115,509.896634
35899,247,510.286591
9815,48,510.369342
27215,128,510.572825
11315,48,510.655603
24237,73,512.644289
54449,204,512.946485
25999,85,513.079128
56383,157,513.309512
52189,199,513.602729
31994,167,513.848075
20265,88,513.985704
51252,362,514.54222
89303,423,515.184501
68268,264,515.602386
211282,576,518.324112
84315,217,518.656224
25086,84,518.789867
20104,87,518.926474
62946,241,519.285549
11149,47,519.368321
39585,100,519.5259
55019,284,519.969714
20265,88,520.120315
41245,114,520.309805
68400,217,520.643884
58419,357,523.068434
37230,124,523.257927
32004,167,523.505263
35115,208,523.820423
11315,48,523.909186
35115,208,524.225342
111028,336,524.741933
38771,124,524.949406
56877,154,525.202701
32669,124,525.399207
86983,195,525.704389
11149,47,525.787168
11315,48,527.745933
11315,48,527.821733
38726,153,528.054111
34949,207,528.363283
32807,126,528.551785
20099,87,528.683401
37382,127,528.873919
61311,153,529.111256
67662,255,529.497251
34689,112,529.674779
25198,85,529.811416
20104,87,529.949049
11315,48,530.025841
106906,362,530.579361
52576,240,532.828356
116617,220,533.154482
20099,87,533.289121
40893,110,533.459664
24759,75,533.577322
33006,123,533.760862
187377,373,534.300423
20099,87,534.447026
32165,168,534.708328
11315,48,534.791107
-28335,568,535.656796
108286,406,538.137165
35899,247,538.49421
85148,220,538.818345
11149,47,538.895141
11315,48,538.969913
53340,325,539.445669
11154,47,539.524458
25757,86,539.674058
11149,47,539.753818
11315,48,539.831638
36065,248,540.211625
38219,385,540.812987
48214,147,542.919362
38768,152,543.151741
11149,47,543.226541
34220,108,543.391101
11144,47,543.466899
9865,48,543.544691
20265,88,543.681326
61607,366,544.236841
27215,128,544.440298
40463,154,544.680655
63292,198,545.003792
20099,87,545.148405
21714,77,545.274069
24823,85,545.418683
32004,167,545.679984
27215,128,545.885437
11315,48,547.844201
11315,48,547.921993
20265,88,548.059627
124057,277,548.463547
20094,87,548.599185
70786,196,548.890406
20099,87,549.02704
11315,48,549.112813
76067,398,549.709218
48289,364,550.26972
27054,127,550.477165
25035,86,550.619785
40242,147,550.852164
11144,47,550.934942
41800,153,553.050351
40009,124,553.237849
11315,48,553.31664
11315,48,553.396428
94177,275,553.79536
11149,47,553.871129
83375,301,554.316938
26231,115,554.503468
11144,47,554.579238
11315,48,554.65606
87972,352,555.193623
11149,47,555.273383
33603,125,555.479858
47076,162,555.736174
11154,47,555.817955
50471,164,557.951255
27049,127,558.142743
81827,275,558.545666
114189,296,558.978508
73220,324,559.449254
32165,168,559.718531
11315,48,559.801311
11315,48,559.879102
20265,88,560.01973
48837,155,560.259087
51415,205,560.576239
35115,208,560.90633
35115,208,563.096504
11315,48,563.172302
58791,139,563.378751
104854,418,564.013057
26949,73,564.132736
43012,101,564.291312
20094,87,564.426952
20265,88,564.566547
20265,88,564.710192
48288,165,564.975455
65954,171,565.241743
20094,87,565.381398
77040,282,565.814242
92199,346,568.240759
51393,155,568.472139
34681,118,568.649665
44039,164,568.899968
25322,112,569.076524
43776,108,569.248066
75886,198,569.547239
11149,47,569.626027
24837,85,569.760668
36825,99,569.920269
11144,47,569.99604
11315,48,570.076854
110130,285,570.514681
21295,74,570.636356
11149,47,570.716115
250895,781,573.749038
55533,404,574.342424
35916,153,574.583807
35899,247,574.964789
20265,88,575.109375
48151,157,575.355744
150934,732,578.337747
39499,237,578.686843
11149,47,578.762641
97286,337,579.246348
151842,512,580.006317
31999,167,580.269613
36808,107,580.439132
21127,76,580.562829
42335,164,580.844078
20104,87,580.987667
21313,117,583.049185
11144,47,583.124955
89127,304,583.565811
67600,163,583.80716
11149,47,583.886946
37077,125,584.078406
23354,95,584.222051
40908,204,584.521253
11149,47,584.598019
26915,368,585.16251
50800,203,585.482683
32004,167,585.743956
27215,128,585.95938
32165,168,588.100688
149102,326,588.5714
35115,208,588.88955
42638,120,589.072091
24748,84,589.208698
11154,47,589.283525
27215,128,589.479006
21982,73,589.596688
24835,84,589.729306
32004,167,589.984651
11315,48,590.064438
13594,73,590.187083
11149,47,590.262908
32167,126,590.457385
209763,467,591.166466
32684,125,593.226987
20099,87,593.363621
33665,194,593.64487
24823,85,593.773526
27054,127,593.962022
31830,434,594.608295
25851,84,594.743933
20099,87,594.888551
58741,179,595.165806
28665,516,595.950709
11149,47,596.03249
52324,191,598.208674
76429,349,598.718312
20099,87,598.85096
27215,128,599.042418
19865,408,599.645841
20265,88,599.790421
27215,128,599.987892
20265,88,600.128544
11315,48,600.211322
