#{"t_start": 1685775315.2208188, "env_id": null}
r,l,t
-110113,181,197.6491
-3833,145,197.825629
10649,47,197.890455
-274384,194,198.124344
10649,47,198.1907
19090,125,198.34887
10815,48,198.412699
10815,48,198.477527
10815,48,198.543352
-49204,147,198.715886
-326190,254,199.018088
10649,47,199.086897
-24073,117,199.228088
10649,47,199.286691
10815,48,199.348584
24535,86,199.460286
-23278,72,199.558057
25113,84,199.66508
10649,47,199.726917
10815,48,199.79097
-31785,128,199.958033
10815,48,200.021864
10815,48,200.090253
-31785,128,200.249825
10815,48,200.325595
10815,48,200.386461
10815,48,200.448297
10815,48,200.517083
-106450,275,200.833266
43009,117,200.978909
-814599,403,201.439173
-31936,127,201.591333
-485,88,201.709017
-79280,202,201.943393
10649,47,202.006224
10815,48,202.06806
-245685,248,202.351302
10815,48,202.413137
-108441,218,202.664222
10649,47,202.730049
10815,48,202.79391
10815,48,202.854747
10815,48,202.910765
10815,48,202.971871
-76554,105,203.106067
-78294,105,203.238713
10644,47,203.304537
-252411,254,203.610719
10649,47,203.666572
10815,48,203.72641
-195187,197,203.956794
-79484,106,204.087981
10644,47,204.154775
10815,48,204.222279
10815,48,204.292092
-485,88,204.405846
16863,124,204.558944
-393505,312,204.926961
-811051,407,205.389756
20187,118,205.541382
-108168,151,205.730947
15798,124,205.884401
10649,47,205.942247
10815,48,206.010602
10815,48,206.072436
10815,48,206.143356
42352,117,206.290016
10649,47,206.356838
18387,125,206.511934
10815,48,206.572771
-31785,128,206.730351
10815,48,206.810137
24494,86,206.923832
10654,47,206.994643
10815,48,207.058473
-450405,316,207.420564
-23322,112,207.561192
-32855,163,207.754704
15298,124,207.903845
16786,123,208.053441
-48925,160,208.248917
-488451,327,208.627904
42298,110,208.764541
-578072,313,209.131133
10649,47,209.197957
10815,48,209.26079
10815,48,209.325192
10815,48,209.393972
10815,48,209.458827
-2029859,542,210.067201
10649,47,210.137016
10815,48,210.202839
-137465,155,210.385413
-83251,167,210.585909
-485,88,210.699167
-384926,268,211.007908
-562043,368,211.429781
10815,48,211.500591
-685267,394,211.962553
10815,48,212.027381
-121695,242,212.318633
-133315,153,212.513572
10649,47,212.581364
25499,85,212.698078
10649,47,212.771854
10815,48,212.837677
10815,48,212.903502
-1299718,518,213.498565
-51876,74,213.596303
26576,74,213.691082
10649,47,213.754448
-31785,128,213.91057
-429655,233,214.189359
10649,47,214.25718
-154385,208,214.511503
-485,88,214.627191
-32437,164,214.82663
-83251,167,215.031713
-83085,168,215.238191
-136369,197,215.476662
-31951,127,215.629761
10815,48,215.69815
-31785,128,215.857719
-2795789,630,216.576834
10664,47,216.64764
-485,88,216.760313
-485,88,216.876031
10815,48,216.939861
10815,48,217.010671
10815,48,217.075337
10815,48,217.134151
-49218,117,217.275799
10659,47,217.340626
-303353,120,217.497211
-656,87,217.612898
-76753,164,217.806381
10649,47,217.87221
1965,74,217.974933
-3342869,794,218.867075
-70955,195,219.134362
10649,47,219.204174
-485,88,219.318868
37083,157,219.510356
10649,47,219.573188
26387,77,219.674948
-232670,285,220.005026
10649,47,220.067864
-281796,200,220.30418
10649,47,220.372996
-332780,319,220.744005
10649,47,220.803817
10815,48,220.87363
-23215,73,220.974389
-651,87,221.080109
-485,88,221.195797
10815,48,221.25464
-11280,163,221.449149
-61576,205,221.688646
-485,88,221.801905
25719,85,221.909616
-382031,213,222.164934
10649,47,222.225772
46791,178,222.429228
10644,47,222.496049
24378,85,222.604759
-646,87,222.713035
39322,159,222.910569
23297,182,223.125027
-656,87,223.242745
10815,48,223.309672
10815,48,223.374499
-485,88,223.487761
10815,48,223.557573
-192245,225,223.819872
-31951,127,223.982441
10815,48,224.045271
10815,48,224.106107
10815,48,224.169942
-3623885,808,225.085096
-31785,128,225.243188
-485,88,225.35489
10815,48,225.41573
-485,88,225.538401
10815,48,225.607215
10815,48,225.670047
10815,48,225.727892
-93850,239,226.019114
10649,47,226.084939
10815,48,226.150918
-148505,113,226.290137
-83251,167,226.489635
-23068,73,226.594357
-77105,130,226.750714
-128106,113,226.891903
19174,124,227.045493
10815,48,227.111317
10815,48,227.178135
10815,48,227.242965
-29690,236,227.522218
41045,156,227.719692
-485,88,227.836239
-4015185,848,228.79828
10815,48,228.864101
10815,48,228.933915
10815,48,229.000736
-16850,102,229.132385
-25536,75,229.228128
10649,47,229.284977
10815,48,229.354278
27224,79,229.460054
25696,85,229.569761
-17948,190,229.794125
-651,87,229.908818
10815,48,229.97262
24412,86,230.081363
10654,47,230.147181
10815,48,230.21101
10815,48,230.276834
-26337,75,230.375579
-651,87,230.48827
-31785,128,230.650512
10815,48,230.71235
10815,48,230.776179
-89476,140,230.949476
10664,47,231.013304
-261630,186,231.240734
10644,47,231.30898
24542,85,231.436639
10654,47,231.497477
-485,88,231.609179
10815,48,231.677994
10815,48,231.74382
24517,141,231.917357
24171,84,232.025067
-646,87,232.130784
-17305946,1755,234.109411
-639751,367,234.558813
10815,48,234.628051
-4639149,874,235.622955
10649,47,235.690046
10815,48,235.754874
10815,48,235.816737
10815,48,235.885554
-83085,168,236.100561
4270,186,236.324096
-143057,277,236.65521
10649,47,236.723031
-485,88,236.835729
10815,48,236.900563
-485,88,237.014251
10815,48,237.081073
10815,48,237.141911
-1037660,500,237.720853
10644,47,237.78069
-485,88,237.898914
10815,48,237.964739
-1489786,489,238.527235
10649,47,238.590066
-299855,285,238.920248
10815,48,238.989064
10815,48,239.055721
10815,48,239.116589
-83085,168,239.327028
10815,48,239.392851
-485,88,239.512531
-313841,319,239.880548
-51135,236,240.155844
-323586,194,240.392247
-656,87,240.507332
10815,48,240.575149
10815,48,240.634456
10815,48,240.69629
-485,88,240.807992
10815,48,240.871828
-31785,128,241.0294
-225933,281,241.364505
10815,48,241.433321
19090,125,241.582923
-596594,320,241.951009
10649,47,242.015431
10815,48,242.081224
-230305,281,242.411061
10649,47,242.47689
-40361,271,242.792043
10649,47,242.851855
-485,88,242.972564
16555,125,243.129143
10649,47,243.195963
25615,84,243.304703
10649,47,243.37355
10815,48,243.438377
10815,48,243.522184
10815,48,243.586013
10815,48,243.648385
-83085,168,243.843963
-74813,73,243.948223
-113623,141,244.119764
-651,87,244.227477
-485,88,244.340175
10815,48,244.408964
-485,88,244.526677
-83085,168,244.724149
-184575,114,244.866799
-31936,127,245.029396
10815,48,245.101203
10815,48,245.170057
-13334,165,245.365926
10649,47,245.432779
-485,88,245.555015
-356985,288,245.887668
-14186,167,246.092118
-4638,124,246.250695
-651,87,246.36838
10815,48,246.430217
-33521,107,246.569873
-177025,238,246.853151
10829,48,246.921966
-440102,508,247.528911
-651,87,247.649587
10815,48,247.715412
10815,48,247.780235
-26909,196,248.019629
-31951,127,248.187212
-1825,153,248.375341
10644,47,248.444157
10815,48,248.507447
10815,48,248.570847
10815,48,248.632677
-12161,166,248.834115
2091,78,248.943818
10644,47,249.009642
-76033,149,249.196144
-326187,226,249.472409
-29770,174,249.687861
10829,48,249.755679
24494,86,249.868409
10654,47,249.933235
10815,48,249.996098
-57729,201,250.24154
-651,87,250.35979
10815,48,250.428604
-606649,404,250.893365
-8515,106,251.029002
10649,47,251.085852
10815,48,251.148683
-49935,74,251.245989
10644,47,251.312811
-83085,168,251.520288
10815,48,251.584162
-727628,429,252.091069
10649,47,252.155895
-431907,292,252.50596
-651,87,252.616662
10815,48,252.684454
10815,48,252.749307
10815,48,252.814134
10815,48,252.882981
2065,74,252.98474
10649,47,253.049567
10815,48,253.114367
10815,48,253.176228
-49935,74,253.271982
-1724379,529,253.879529
10649,47,253.941334
-58309,204,254.183714
10649,47,254.249535
10815,48,254.314366
-5310,126,254.473939
10654,47,254.54076
-101821,204,254.784141
10649,47,254.846975
25323,85,254.962699
-651,87,255.079954
-697873,379,255.519779
-651,87,255.634441
-83085,168,255.833935
10815,48,255.900302
10815,48,255.965149
10815,48,256.044967
-1991412,689,256.841327
10649,47,256.9037
10815,48,256.967499
10815,48,257.03688
10815,48,257.099713
-32437,164,257.312145
10649,47,257.383171
10815,48,257.448025
-31785,128,257.608598
-485,88,257.727279
-35375305,2505,260.583305
10649,47,260.657109
-485,88,260.7728
24460,85,260.8865
-812311,272,261.20817
1673,76,261.308947
10649,47,261.377763
10815,48,261.447577
-235012,286,261.793811
-581581,274,262.122499
-4929655,903,263.18328
24376,84,263.299535
-646,87,263.407811
-4185,48,263.481182
10815,48,263.549001
18471,125,263.705588
-485,88,263.816287
-202085,199,264.066617
10649,47,264.130449
10815,48,264.197269
10815,48,264.262095
-2298031,666,265.037239
10649,47,265.099359
-31785,128,265.263391
-485,88,265.379082
10815,48,265.4469
10815,48,265.512724
-485,88,265.626421
10815,48,265.696234
10815,48,265.761061
10815,48,265.826885
10815,48,265.891709
10815,48,265.958533
10815,48,266.02336
-216120,316,266.392437
-636,87,266.504141
10815,48,266.566973
10815,48,266.632798
10815,48,266.696196
10815,48,266.761024
-31785,128,266.91561
10815,48,266.986422
-485,88,267.097128
10815,48,267.166938
-485,88,267.28064
-260341,286,267.623289
14771,126,267.782923
37176,157,267.983417
10649,47,268.04525
10815,48,268.111616
10815,48,268.178998
10815,48,268.245817
-13899,165,268.472213
10654,47,268.538036
-391703,233,268.817282
-651,87,268.927998
-13254,166,269.134976
-646,87,269.250698
-174582,186,269.478121
42450,118,269.6303
-83251,167,269.823783
10815,48,269.898583
-356985,288,270.242663
-4685,48,270.312477
10815,48,270.377305
-35431,189,270.610244
10649,47,270.674073
-70701,158,270.863631
10649,47,270.926462
10815,48,270.988296
10815,48,271.051107
-6194786,1001,272.199294
10649,47,272.262127
10815,48,272.329947
10815,48,272.39378
-488285,328,272.78034
-319339,127,272.955351
1809,77,273.070046
-844275,468,273.644537
10649,47,273.709336
5602,107,273.843976
-581211,424,274.50914
10649,47,274.581429
10815,48,274.671698
-1898539,643,275.56881
-305725,171,275.818824
-154551,207,276.112754
-1142752,516,276.795036
-2445782,750,277.760379
1791,77,277.877067
10649,47,277.95985
10815,48,278.03465
10815,48,278.108769
-26289,75,278.213995
-612727,299,278.590677
10664,47,278.662457
-7955,166,278.877881
-31785,128,279.044437
-300379,315,279.434506
10649,47,279.499332
10815,48,279.572765
10815,48,279.641587
-485,88,279.766759
-262856,168,279.989166
10644,47,280.055987
-485,88,280.169685
10815,48,280.238472
10815,48,280.309283
-76585,74,280.415028
10644,47,280.485838
-485,88,280.606081
-485,88,280.724795
-58106,216,281.006047
-154551,207,281.253927
10815,48,281.325147
15874,125,281.511678
-692131,266,281.836781
-651,87,281.955498
-3321,157,282.156925
-651,87,282.28412
-23334,113,282.432728
10649,47,282.495586
10815,48,282.561411
10815,48,282.628234
10815,48,282.696053
10815,48,282.766837
-485,88,282.878076
-82584,206,283.135389
10815,48,283.204206
10815,48,283.265041
10815,48,283.326877
-485,88,283.440572
-485,88,283.55726
10815,48,283.622087
-2685,48,283.686451
10815,48,283.754254
-212202,176,283.968733
-14307,164,284.17083
-31946,127,284.324013
-485,88,284.441209
10815,48,284.503042
10815,48,284.574851
-40721,163,284.778307
10644,47,284.859091
-23885,74,284.960819
10644,47,285.028635
10815,48,285.093466
-485,88,285.207133
-31785,128,285.370221
10815,48,285.440921
-48764,73,285.546023
18529,109,285.693892
10644,47,285.750881
10815,48,285.821071
-63716,224,286.093034
10664,47,286.162039
-68156,113,286.310649
24953,135,286.607629
15703,124,286.733724
10654,47,286.7861
-5597451,1025,287.811894
10815,48,287.86176
-1174876,523,288.384413
10654,47,288.438803
10815,48,288.494223
10815,48,288.550071
45155,114,288.673738
10664,47,288.731596
-485,88,288.83132
-485,88,288.934044
1887,77,289.020813
10649,47,289.078631
10815,48,289.132486
-485,88,289.234242
10815,48,289.294083
-23068,73,289.379853
-651,87,289.480096
45396,150,289.647708
-355525,134,289.801746
10649,47,289.860595
10815,48,289.921433
-639585,368,290.334317
-485,88,290.437051
10815,48,290.494863
10815,48,290.555733
-485,88,290.660448
-66635,154,290.840003
-656,87,290.947411
10815,48,291.009321
10815,48,291.070158
10815,48,291.13103
10815,48,291.190843
-4433550,835,292.130531
10815,48,292.196321
10815,48,292.258184
-5299,125,292.405823
10654,47,292.465666
-485,88,292.580388
-59525,206,292.828803
10815,48,292.897593
10815,48,292.967761
80227,288,293.309447
10649,47,293.378261
-62228,205,293.660507
10649,47,293.725338
10815,48,293.78817
10815,48,293.850001
10815,48,293.913802
10815,48,293.978227
25527,84,294.091009
-2901451,727,294.949185
10815,48,295.016009
10815,48,295.082828
25235,85,295.193532
10649,47,295.259356
15139,125,295.413943
10654,47,295.48376
-81524,206,295.725112
-485,88,295.841801
10815,48,295.911614
24576,86,296.03292
-646,87,296.142662
10815,48,296.212475
-485,88,296.328197
10815,48,296.399009
-399950,349,296.810476
24412,86,296.924176
10654,47,296.994983
-5720848,1042,298.214148
-1120105,555,298.880398
-27953,76,298.98515
10644,47,299.063478
10815,48,299.134289
10815,48,299.199651
10815,48,299.266068
-63743,205,299.517393
10654,47,299.582223
-154385,208,299.838538
10815,48,299.906357
-639585,368,300.348771
-9624,224,300.631978
10649,47,300.698366
10815,48,300.764187
-145529,241,301.056493
10649,47,301.127304
-41047,86,301.241998
-2067929,661,302.012081
-145156,245,302.313309
10815,48,302.376142
10815,48,302.439539
10815,48,302.509918
-152556,151,302.699976
-141489,167,302.906425
-62299,204,303.157753
10654,47,303.228565
10815,48,303.298378
25571,84,303.415066
10649,47,303.476872
-154385,208,303.730793
10815,48,303.803598
-31785,128,303.970515
10815,48,304.034909
-307048,121,304.1875
10644,47,304.251302
-898779,422,304.754984
10664,47,304.822802
-83085,168,305.045972
-6050478,1042,306.325053
24854,84,306.444705
10649,47,306.514028
10815,48,306.581874
-383902,386,307.048167
-263209,203,307.292182
10649,47,307.361379
10815,48,307.425597
-2476966,719,308.276988
-63277,228,308.558237
10649,47,308.623103
-12651,166,308.823598
10815,48,308.896405
10815,48,308.963205
-12965,165,309.172482
10649,47,309.239841
10815,48,309.31068
10815,48,309.37707
-137575,114,309.521686
-636,87,309.630389
10815,48,309.698216
10815,48,309.763041
10815,48,309.82986
25020,85,309.949537
-1385125,553,310.611134
-651,87,310.734774
10815,48,310.808604
10815,48,310.876454
-34006,167,311.082037
10815,48,311.150421
10815,48,311.221234
-1222309,474,311.78872
-636,87,311.909393
4980,186,312.139812
-656,87,312.260521
-31785,128,312.415141
-485,88,312.533333
10815,48,312.604711
10815,48,312.6721
10815,48,312.733934
10815,48,312.798327
-53161,164,313.004776
10649,47,313.068607
24412,86,313.17931
-955754,483,313.759791
25149,85,313.876481
10649,47,313.94131
10815,48,314.009301
-485,88,314.131533
10815,48,314.196614
10815,48,314.260698
-4785,126,314.424799
-24111,118,314.584912
-14511,165,314.790333
10654,47,314.86217
10815,48,314.928
10815,48,314.997807
10815,48,315.068591
10815,48,315.136437
10815,48,315.199269
10815,48,315.265093
10815,48,315.334907
15803,125,315.492058
10649,47,315.559875
-180698,179,315.781189
-651,87,315.89044
41268,120,316.043345
10649,47,316.110732
10815,48,316.176131
-351760,326,316.576516
26622,78,316.681237
-8134625,1215,318.096124
10815,48,318.16494
-48666,73,318.268662
10649,47,318.34147
-157953,154,318.539938
-160052,146,318.752371
-22297,134,318.921952
10644,47,318.996783
10815,48,319.062608
26580,76,319.166331
10644,47,319.232193
-244026,180,319.459711
10649,47,319.525539
-485,88,319.639232
10815,48,319.708047
10815,48,319.769881
-448881,364,320.202725
10815,48,320.267552
26443,76,320.373834
-651,87,320.485075
-6125,158,320.68857
16361,123,320.848176
10649,47,320.913564
10815,48,320.977393
10815,48,321.042731
10815,48,321.107557
-341833,231,321.392802
10815,48,321.459617
-492855,234,321.740865
20180,115,321.885485
24205,85,322.004242
-31946,127,322.15886
-51205,73,322.264609
-129994,114,322.416243
10664,47,322.487056
10815,48,322.555414
-217581,285,322.893368
10649,47,322.964689
-2475486,717,323.794903
16534,123,323.959002
10649,47,324.024392
10815,48,324.092211
-375478,307,324.46532
10649,47,324.539681
-485,88,324.65893
10815,48,324.731274
-391803,345,325.168106
-774271,444,325.698283
4895,107,325.838942
10649,47,325.916735
-5241,154,326.110254
-29851,47,326.177639
10815,48,326.242465
-150881,245,326.542665
-83134,204,326.792997
27112,78,326.90769
10644,47,326.976507
-439485,356,327.411355
10815,48,327.481202
25106,85,327.586488
24628,84,327.697082
-646,87,327.809071
-485,88,327.924322
-485,88,328.042007
10815,48,328.112819
-485,88,328.226515
-69640,141,328.405038
10829,48,328.471861
10815,48,328.533695
10815,48,328.596526
10815,48,328.662353
10815,48,328.732167
-429805,324,329.109252
10649,47,329.180603
10815,48,329.246427
10815,48,329.31525
10815,48,329.380043
-485,88,329.487782
-112045,153,329.68226
-98099,245,329.985452
-651,87,330.100147
10815,48,330.171955
-5125,193,330.409701
-237791,135,330.572265
-199130,152,330.764359
10649,47,330.833171
25615,84,330.947865
10649,47,331.004715
10815,48,331.074498
69825,179,331.294937
10649,47,331.363754
-83085,168,331.607104
10815,48,331.67592
-65178,129,331.838517
10649,47,331.910326
16937,191,332.148724
10649,47,332.214548
10815,48,332.278349
1678,80,332.381104
10644,47,332.444932
10815,48,332.511758
-289655241,6932,340.795753
-31951,127,340.977268
-485,88,341.097947
10815,48,341.16377
44803,115,341.314407
10815,48,341.391203
10815,48,341.46301
-103585,74,341.563264
10644,47,341.630086
10815,48,341.699871
10815,48,341.766721
15382,125,341.9233
10654,47,341.994113
10815,48,342.059937
10815,48,342.126758
10815,48,342.197541
-13412,165,342.406013
10654,47,342.478327
10815,48,342.546147
10815,48,342.61696
10815,48,342.687546
10815,48,342.755361
10815,48,342.823181
-245685,248,343.136932
10815,48,343.209188
-546691,336,343.618067
-1037750,382,344.121751
10815,48,344.192046
10815,48,344.255875
26965,74,344.360631
10644,47,344.423464
10815,48,344.495306
10815,48,344.563128
-114074,113,344.711835
-651,87,344.821115
-77135,74,344.922843
-656,87,345.040532
10815,48,345.107349
10815,48,345.178161
10815,48,345.241991
-214198,282,345.591031
10649,47,345.667824
-245685,248,345.975603
10815,48,346.043425
10815,48,346.110272
10815,48,346.181087
-31785,128,346.343726
-199332,199,346.601086
-245856,247,346.911233
25455,85,347.024957
-651,87,347.13766
10815,48,347.210461
-129193,199,347.463352
10815,48,347.52821
10815,48,347.591043
10815,48,347.657864
-222829,237,347.955639
25729,84,348.070736
-31946,165,348.279723
25411,85,348.396438
10649,47,348.461265
10815,48,348.53407
26565,74,348.638797
-651,87,348.754481
-485,88,348.878148
10815,48,348.946969
-485,88,349.068123
-68156,113,349.22272
10649,47,349.288545
10815,48,349.358358
25149,85,349.472085
10649,47,349.542438
10815,48,349.608827
62516,149,349.802934
-651,87,349.924767
-523296,419,350.433909
10649,47,350.505689
10815,48,350.570515
-485,88,350.682245
10815,48,350.749071
10815,48,350.817883
10815,48,350.890687
-74813,73,350.986996
8317,83,351.097213
9099,117,351.245735
17969,124,351.410984
10815,48,351.477836
10815,48,351.545685
-485,88,351.662936
10815,48,351.730319
10815,48,351.793151
19260,125,351.958709
-1655386,638,352.717247
10649,47,352.781079
1775,116,352.931707
-295456,153,353.131702
10664,47,353.197527
10815,48,353.261861
10815,48,353.329221
10815,48,353.393046
10815,48,353.460348
10815,48,353.533179
-485,88,353.65286
10815,48,353.721678
43022,119,353.876704
-478386721,8798,364.496368
10664,47,364.565184
-217955,285,364.939185
10815,48,365.024927
10815,48,365.094336
-485,88,365.213051
10815,48,365.28885
10815,48,365.358429
10815,48,365.424256
-29458,226,365.70586
10644,47,365.774676
-49114,193,366.016301
10649,47,366.08013
-131050,244,366.382323
-2271076,713,367.235935
10664,47,367.301734
10815,48,367.372575
10815,48,367.440398
10815,48,367.511744
10815,48,367.583555
25149,85,367.691571
-23234,72,367.790806
-33399,146,367.984288
-251098,259,368.295461
10649,47,368.364273
-5806,126,368.531829
-646,87,368.65108
10815,48,368.715906
10815,48,368.780732
-76485,74,368.885485
-117637,112,369.036113
-651,87,369.153831
24626,85,369.260054
-584516,396,369.765296
10649,47,369.829126
10815,48,369.897941
10815,48,369.966761
-28257,77,370.068485
10649,47,370.140295
24535,86,370.251029
10654,47,370.316827
10815,48,370.377721
-138793,160,370.581209
10644,47,370.652019
-48666,73,370.752303
26959,75,370.856029
24166,84,370.972714
10654,47,371.037543
-122807,130,371.203099
42955,118,371.357686
10644,47,371.430491
-78085,74,371.532219
10644,47,371.597046
10815,48,371.665426
10815,48,371.731284
10815,48,371.798105
10815,48,371.863903
-1213485,488,372.449099
-214163,262,372.767252
-488436,327,373.177126
10815,48,373.250482
10815,48,373.316307
-31785,128,373.486884
10815,48,373.5557
-485,88,373.671422
-266511,213,373.93482
-656,87,374.057093
-485,88,374.172782
10815,48,374.243593
10815,48,374.31241
-103585,74,374.413142
24892,84,374.534815
10649,47,374.599641
10815,48,374.666462
10815,48,374.732287
-14020,165,374.945267
-26718,75,375.05699
-83251,167,375.26799
10815,48,375.342786
-485,88,375.467503
10815,48,375.534327
24412,86,375.64802
10654,47,375.71485
25323,85,375.825546
23346,191,376.067898
10664,47,376.13073
10815,48,376.197555
10815,48,376.265371
10815,48,376.331195
10815,48,376.395591
-514694,357,376.829465
10649,47,376.899779
10815,48,376.967602
10815,48,377.034423
10815,48,377.101244
10815,48,377.168067
10815,48,377.229903
-135681,194,377.474244
42596,107,377.613873
10644,47,377.68768
10815,48,377.752503
1344,73,377.850242
-31951,127,378.014866
10815,48,378.083682
10815,48,378.149382
-1213485,488,378.725414
15220,125,378.880995
15221,124,379.049542
10654,47,379.114372
10815,48,379.184185
10815,48,379.251006
10815,48,379.321384
45295,118,379.472011
10664,47,379.538316
10815,48,379.605138
-485,88,379.72382
10815,48,379.786686
10815,48,379.852509
10815,48,379.919893
10815,48,379.990704
10815,48,380.062512
10815,48,380.135318
-211786,279,380.483387
-42666,191,380.720754
-627244,403,381.205657
10654,47,381.267486
10815,48,381.336307
2044,113,381.482513
10649,47,381.549893
10815,48,381.614241
21404,290,381.968279
-31951,127,382.13187
-485,88,382.25554
10815,48,382.328345
10815,48,382.411096
10815,48,382.479939
10815,48,382.545302
10815,48,382.615181
10815,48,382.680999
10815,48,382.74583
-485,88,382.862517
-56009,202,383.117936
10815,48,383.187756
-485,88,383.306432
10815,48,383.379238
-485,88,383.499915
-311192,320,383.879899
10829,48,383.950713
10815,48,384.019093
10815,48,384.084887
10815,48,384.151273
-175606,131,384.311915
-31956,127,384.485445
-104957,98,384.616949
10649,47,384.67679
10815,48,384.74614
1713,77,384.848438
-221845,192,385.086773
10649,47,385.156614
10815,48,385.228421
10815,48,385.294245
10815,48,385.359072
10815,48,385.432875
10815,48,385.501664
10815,48,385.574497
15100,196,385.812891
25449,83,385.931606
-48832,72,386.038352
10649,47,386.108167
-937366,476,386.689041
10649,47,386.757857
10815,48,386.825681
10815,48,386.890504
10815,48,386.961314
-196949,173,387.181726
10829,48,387.257522
10815,48,387.323349
10815,48,387.394157
10815,48,387.459014
-416663,353,387.889495
-128051,113,388.035207
25108,84,388.148931
10649,47,388.215753
-10440,108,388.353387
10649,47,388.41123
25411,85,388.528916
10649,47,388.594741
10815,48,388.661561
-48764,73,388.762297
-3624051,807,389.731463
10815,48,389.80175
-554540,397,390.28861
10649,47,390.361411
10815,48,390.432222
10815,48,390.50004
10815,48,390.57185
10815,48,390.637673
10815,48,390.707486
10815,48,390.778297
10815,48,390.846116
-7121133,1118,392.172174
10815,48,392.240992
10815,48,392.308142
10815,48,392.378432
10815,48,392.446277
10815,48,392.518116
10815,48,392.584851
-160272,113,392.734451
-651,87,392.853165
-5514786,978,394.03221
-59934,205,394.291581
27175,76,394.399328
-407556,185,394.635828
-76551,73,394.747063
10644,47,394.813452
-57901,205,395.074754
10815,48,395.147531
10815,48,395.215377
-485,88,395.348994
-83085,168,395.567437
-31785,128,395.734995
-485,88,395.858723
10815,48,395.926542
25411,85,396.047254
24253,84,396.160455
-646,87,396.276707
10815,48,396.345781
10815,48,396.413167
26027,74,396.513469
16389,124,396.676033
10649,47,396.744846
10815,48,396.814658
-154385,208,397.078953
10815,48,397.143752
10815,48,397.205615
65269,192,397.440019
-245685,248,397.754242
-643179,233,398.042608
-2351635,652,398.826082
-36980,118,398.98921
10829,48,399.059425
10815,48,399.12728
10815,48,399.198086
-485,88,399.320792
10815,48,399.387613
10815,48,399.453467
10815,48,399.525275
10815,48,399.594091
10815,48,399.664902
-103535,74,399.762642
-656,87,399.883318
-485,88,400.003996
24710,85,400.123676
-25129,118,400.27926
-656,87,400.399938
10815,48,400.471284
25307,84,400.583043
10649,47,400.648906
24494,86,400.763599
10654,47,400.833443
-71288,159,401.038035
1159,113,401.183212
-154536,207,401.44648
10815,48,401.514327
-485,88,401.633979
10815,48,401.706812
-103635,74,401.809537
10644,47,401.875361
-71582,99,402.002025
10644,47,402.067418
-31785,128,402.232035
-31785,128,402.40956
10815,48,402.475389
10815,48,402.555685
-82065,148,402.744022
-132968,117,402.901026
10649,47,402.973369
10815,48,403.040193
-242879,227,403.315454
10644,47,403.382276
-810885,408,403.878519
-68874,153,404.074026
10649,47,404.144837
10815,48,404.21163
-4185,48,404.276523
10815,48,404.343309
-485,88,404.464016
10815,48,404.533827
17668,126,404.699386
-914083,382,405.181074
-2851,47,405.256461
10815,48,405.32428
-452989,317,405.725306
-374613,345,406.156851
10644,47,406.225673
-30713859,2166,408.949624
10649,47,409.024424
10815,48,409.096265
10815,48,409.172538
-485,88,409.301701
10815,48,409.372019
-485,88,409.493183
10815,48,409.561999
-533301,215,409.850201
10649,47,409.922037
10815,48,409.990825
10815,48,410.062664
18471,125,410.237439
10815,48,410.313591
10815,48,410.38696
10815,48,410.456338
10815,48,410.530141
-13168,165,410.732228
10654,47,410.797061
10815,48,410.857864
-35011,108,410.991536
-28428,76,411.088276
-204001,146,411.265802
10649,47,411.329631
-485,88,411.441332
10815,48,411.501145
10815,48,411.562545
10815,48,411.628376
10815,48,411.694193
10815,48,411.759858
-31785,128,411.925443
10815,48,411.987309
-485,88,412.110539
10815,48,412.173907
-124251,205,412.420249
10649,47,412.482085
-7026185,1095,413.800933
10649,47,413.878725
10815,48,413.945546
10815,48,414.014362
10815,48,414.082155
10815,48,414.146015
-464472,270,414.485077
10649,47,414.548934
-1967385,608,415.29822
10815,48,415.375015
10815,48,415.444828
10815,48,415.513646
-485,88,415.639308
10815,48,415.709122
16639,125,415.872684
15462,124,416.034225
10654,47,416.105092
-82365,206,416.3754
10649,47,416.443221
10815,48,416.516469
10815,48,416.584287
10815,48,416.658092
10815,48,416.722914
10815,48,416.790734
10815,48,416.85556
26387,77,416.965267
25048,85,417.08096
44825,98,417.217593
10644,47,417.283417
10815,48,417.348245
10815,48,417.41763
-156748,269,417.754763
-718753,478,418.327399
10649,47,418.392226
10815,48,418.461042
10815,48,418.530856
-27836,77,418.64156
10644,47,418.711373
-485,88,418.833048
10815,48,418.906854
10815,48,418.972675
-485,88,419.098051
10815,48,419.171261
-16685,48,419.241043
24378,85,419.356734
10654,47,419.42655
10815,48,419.497362
10815,48,419.566685
46408,112,419.719294
-581642,434,420.295752
-651,87,420.421417
19345,125,420.587972
-356985,288,420.95556
-919055,460,421.548216
10664,47,421.615011
-76385,74,421.738706
10644,47,421.798547
-83085,168,422.037907
10815,48,422.107721
-48666,73,422.21543
10649,47,422.27926
-68156,113,422.442894
10649,47,422.506716
10815,48,422.573539
10815,48,422.639397
10815,48,422.705217
10815,48,422.771577
-485,88,422.89382
10815,48,422.958214
-90627,284,423.328252
-31951,127,423.512759
10815,48,423.576589
-31665,165,423.810962
10815,48,423.880348
10815,48,423.942214
10815,48,424.012998
11847,198,424.284646
10649,47,424.355022
-52973,74,424.457169
-240311,221,424.738415
-641,87,424.862089
1762,77,424.971792
24581,84,425.087482
18142,124,425.260022
10815,48,425.333824
-4565,125,425.512375
