#{"t_start": 1685778080.9142165, "env_id": null}
r,l,t
-26920,76,4.364116
-1255812,409,4.409994
-293751,233,4.435952
-656,87,4.449455
-157785,153,4.467435
-24239,116,4.482367
10649,47,4.488351
-83085,168,4.510294
-1093847,478,4.56468
-657885,403,4.608563
-364295,138,4.62452
-11675,163,4.644468
10649,47,4.650016
-31785,128,4.665974
-118621,114,4.679937
-22622,152,4.709995
10649,47,4.716006
26211,75,4.724954
10649,47,4.730938
10815,48,4.737921
-1444918,562,4.80113
-123185,242,4.830055
-154385,208,4.854557
-485,88,4.869533
-34985,88,4.883526
-31785,128,4.900449
-57833,202,4.925382
-34549,165,4.945334
-145201,153,4.962352
-147291,225,4.989282
-24071,115,5.002274
-154551,207,5.028176
17031,124,5.042242
21135,115,5.056594
-403473,259,5.085544
-319291,324,5.124414
-20255,192,5.146354
-245856,247,5.174789
-263650,317,5.212229
-3173384,800,5.30307
-344152,325,5.339974
-550385,219,5.364908
-641,87,5.375879
-245685,248,5.405476
2265,114,5.41865
-457171,153,5.436574
-136150,196,5.460541
-154551,207,5.485444
-72197,115,5.499435
-31951,127,5.513878
-485,88,5.523851
-2264001,571,5.589681
10644,47,5.596662
-485,88,5.607632
-1652033,600,5.675451
-646,87,5.687419
-509789,361,5.728376
-651,87,5.739313
10815,48,5.745323
-722551,291,5.780709
10664,47,5.786694
10815,48,5.793678
10815,48,5.799663
-154385,208,5.8236
-50280,196,5.846537
-2570151,687,5.933305
44257,119,5.947268
-31956,127,5.964223
-83085,168,5.983171
-485,88,5.994683
-122087,184,6.015627
10649,47,6.023607
-80505,206,6.046545
38635,150,6.064497
-612058,398,6.109406
-23068,73,6.11935
-114151,112,6.133313
-651,87,6.145281
-319252,219,6.170243
10649,47,6.178193
46732,117,6.191722
10664,47,6.197676
-245685,248,6.225601
24412,86,6.237569
-265613,254,6.266506
-610199,288,6.298497
-672256,367,6.341378
-306032,395,6.387255
-31951,127,6.402864
-304061,285,6.435804
-1556469,558,6.497702
-71523,192,6.521611
-390751,192,6.54359
10649,47,6.549534
-485,88,6.560511
-256245,285,6.603395
-488285,328,6.641306
10815,48,6.647289
-485,88,6.65826
10815,48,6.665241
1845,115,6.679205
-74984,72,6.688179
-166499,106,6.701145
-794337,391,6.746057
-5588,124,6.761747
-31946,127,6.775684
-519897,215,6.802615
17668,125,6.819986
-14708,166,6.838936
10654,47,6.845943
-485,88,6.85589
-453551,243,6.885839
-651,87,6.896323
-1924421,638,6.968789
-693796,379,7.013159
-656,87,7.024698
-1111937,521,7.082877
-656,87,7.939198
-545097,395,8.448602
15375,124,8.613399
-73330,115,8.763237
10649,47,8.824317
-126173,213,9.162247
-31936,127,9.356652
10815,48,9.413059
10815,48,9.469959
10815,48,9.528812
10815,48,9.589706
10815,48,9.647361
-51631,200,9.87541
-245851,247,10.160189
-101778,191,10.384397
-58096,98,10.494641
-947391,298,10.834029
-656,87,10.937644
-781227,446,11.515186
10654,47,11.574167
10815,48,11.628028
-282801,174,11.827075
45303,104,11.953864
24628,84,12.051583
67910,181,12.260801
10649,47,12.317653
10815,48,12.378006
10815,48,12.438095
10815,48,12.498975
10815,48,12.556309
10815,48,12.616527
-5285452,995,13.839315
-68327,112,13.998962
10649,47,14.061073
10815,48,14.128442
-412756,351,14.554705
-83251,167,14.790851
-118635,154,14.981349
-158045,152,15.205144
10649,47,15.289382
25279,85,15.443968
10649,47,15.530735
-103635,74,15.651413
10644,47,15.718844
10815,48,15.807751
-131774,245,16.188745
25141,83,16.32139
25141,83,16.45106
-51371,72,16.577248
10649,47,16.649057
16779,124,16.814613
10649,47,16.870466
10815,48,16.926315
10815,48,16.979178
10815,48,17.035028
10815,48,17.087397
10815,48,17.144245
10815,48,17.215563
-68647,222,17.478859
-656,87,17.576597
-61741,206,17.797008
10815,48,17.852889
10815,48,17.909736
10815,48,17.963563
-47160455,2832,21.638118
10644,47,21.699954
-485,88,21.837585
10815,48,21.915378
18135,125,22.132798
25615,84,22.309848
-23479,72,22.472742
-651,87,22.716113
10815,48,22.809863
-31785,128,22.970433
-245685,248,23.294566
-16685,48,23.357399
10815,48,23.41724
10815,48,23.479074
10815,48,23.542903
10815,48,23.603742
10815,48,23.666572
10815,48,23.731399
10815,48,23.789605
-26337,75,23.896177
10649,47,23.954022
10815,48,24.019847
10815,48,24.090656
10815,48,24.153487
10815,48,24.21347
-31785,128,24.367568
-83085,168,24.559736
10815,48,24.613591
10815,48,24.668445
-135933,186,24.8829
10649,47,24.948696
10815,48,25.00355
10815,48,25.057406
-485,88,25.159134
10815,48,25.215982
10815,48,25.269838
10815,48,25.325689
10815,48,25.383535
10815,48,25.44588
10815,48,25.503726
10815,48,25.564564
10815,48,25.624838
10815,48,25.686673
25106,85,25.788406
10649,47,25.851238
10815,48,25.909246
10815,48,25.966094
10815,48,26.018953
10815,48,26.078792
10815,48,26.135641
10815,48,26.195509
10815,48,26.251361
10815,48,26.306186
-2822577,641,27.138978
10664,47,27.220764
10815,48,27.292572
10815,48,27.368369
10815,48,27.4422
10815,48,27.507168
10815,48,27.567007
10815,48,27.630168
10815,48,27.692999
1515,74,27.783264
1794,73,27.87752
10644,47,27.936364
10815,48,27.994208
10815,48,28.054049
10815,48,28.116882
-43969419,2746,32.228141
10649,47,32.301928
-48813,73,32.430584
10649,47,32.506382
1791,77,32.605118
25449,83,32.706846
10649,47,32.768681
